TSP;KP;cost;rank;crowding_distance;fitness
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
"[  0 202 160 189 203 211 214 222 221 229 243 239 238  10 271 267  15 260
 277   1 231 225 233 237 240 245 249 256 268 135 137 195 200 199 201 139
 148 155  78  93  95  82 115 113 154 129 126  27 123 125 120  46  66  73
  63 192 191 193 220 218 144 185 107 112  87 111 266 264 140 209 226 223
 215 219 182 174  64  85 108  38  34  28 124  20  19 138 141 147 146 156
  58  53  54  52  49  48  51  50  36  35  33  31 270 227 234 217 216 178
 180 179 165 168 170  76  77  74  70  84  86  75  94  90  79  67  43  45
  47  29  24  23  11 246 250 251 208 207 205 252 259 261 257 116  56  55
  57 186 183 244 241 242 248 213 212 145 157  59  61  69  71  72 110 262
 230 236 228 254 206 136 153 127 128  13   5   4 275 143 198 197 196 184
 181 176 159  89  80  81  65  62 117 167  98  96 163 164 162 187 190 188
 166 101 171 102 104 105 194 142 152 122 121 106 103  88  44  26  25  21
 263 253 235 224 210 255 273 274 119  42  41  37  39  40  60 114 109 172
 158 118 175 161  83  68  32  30 131  14  12 133 132 177 150 151 149 265
 258 272  16 269 134 130  17  22  18 276 247 232 169  92  97  91  99 100
 173 204 278   3   2   8   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.00387151 0.92127369];0;0.0;[ 10700.89420173 -37218.        ]
