city,X,Y,items,weights,profit
15,695900.0,350250.0,"[14, 33823, 67632, 101441, 135250]",[1000. 1007. 1005. 1002. 1001.],[123. 149. 296. 944. 986.]
16,681725.0,380450.0,"[15, 33824, 67633, 101442, 135251]",[1000. 1008. 1004. 1005. 1006.],[356.  73. 740. 150. 506.]
17,695900.0,380250.0,"[16, 33825, 67634, 101443, 135252]",[1007. 1001. 1000. 1001. 1008.],[305. 318. 462. 931. 242.]
18,681725.0,410450.0,"[17, 33826, 67635, 101444, 135253]",[1006. 1008. 1008. 1008. 1001.],[ 47. 879. 616. 590. 400.]
19,695900.0,410250.0,"[18, 33827, 67636, 101445, 135254]",[1008. 1007. 1009. 1000. 1001.],[645. 932. 478. 420. 963.]
20,681725.0,440450.0,"[19, 33828, 67637, 101446, 135255]",[1000. 1005. 1002. 1000. 1008.],[139. 109. 838. 696. 446.]
21,695900.0,440250.0,"[20, 33829, 67638, 101447, 135256]",[1009. 1009. 1004. 1000. 1009.],[247. 418. 887.  93.  76.]
22,681725.0,470450.0,"[21, 33830, 67639, 101448, 135257]",[1009. 1009. 1003. 1000. 1007.],[211. 357. 412. 918. 204.]
23,695900.0,470250.0,"[22, 33831, 67640, 101449, 135258]",[1007. 1007. 1007. 1009. 1008.],[100. 792. 113. 825. 216.]
24,681725.0,500450.0,"[23, 33832, 67641, 101450, 135259]",[1004. 1004. 1001. 1009. 1009.],[627. 785. 913. 726. 197.]
25,695900.0,500250.0,"[24, 33833, 67642, 101451, 135260]",[1002. 1004. 1004. 1009. 1008.],[760. 711. 316. 742. 293.]
26,419850.0,590725.0,"[25, 33834, 67643, 101452, 135261]",[1006. 1005. 1004. 1004. 1008.],[776. 156. 669. 345. 992.]
27,420050.0,604900.0,"[26, 33835, 67644, 101453, 135262]",[1006. 1007. 1007. 1007. 1006.],[475. 644. 210.  15. 304.]
28,389850.0,590725.0,"[27, 33836, 67645, 101454, 135263]",[1007. 1001. 1004. 1007. 1006.],[937. 781. 813. 174. 220.]
29,390050.0,604900.0,"[28, 33837, 67646, 101455, 135264]",[1008. 1003. 1001. 1005. 1004.],[101. 239. 448. 388. 498.]
30,359850.0,590725.0,"[29, 33838, 67647, 101456, 135265]",[1008. 1002. 1007. 1004. 1003.],[281. 113. 295. 650. 823.]
31,360050.0,604900.0,"[30, 33839, 67648, 101457, 135266]",[1008. 1002. 1006. 1002. 1008.],[751.  15. 796. 624. 937.]
32,329850.0,590725.0,"[31, 33840, 67649, 101458, 135267]",[1006. 1003. 1006. 1009. 1003.],[530. 101. 422. 310. 595.]
33,330050.0,604900.0,"[32, 33841, 67650, 101459, 135268]",[1004. 1008. 1007. 1000. 1006.],[240. 693. 259. 791.  14.]
34,299850.0,590725.0,"[33, 33842, 67651, 101460, 135269]",[1005. 1008. 1005. 1006. 1000.],[248. 773. 754. 764. 126.]
35,300050.0,604900.0,"[34, 33843, 67652, 101461, 135270]",[1000. 1000. 1000. 1005. 1000.],[768. 937. 746.  42. 718.]
36,269850.0,590725.0,"[35, 33844, 67653, 101462, 135271]",[1003. 1001. 1002. 1007. 1009.],[ 31. 876. 744. 519. 804.]
37,270050.0,604900.0,"[36, 33845, 67654, 101463, 135272]",[1007. 1004. 1005. 1008. 1004.],[613. 212. 151. 361. 703.]
38,239850.0,590725.0,"[37, 33846, 67655, 101464, 135273]",[1004. 1007. 1007. 1000. 1002.],[881. 984. 490. 207. 235.]
39,240050.0,604900.0,"[38, 33847, 67656, 101465, 135274]",[1007. 1000. 1005. 1003. 1000.],[367. 571.  76. 891. 417.]
40,575050.0,14175.0,"[39, 33848, 67657, 101466, 135275]",[1000. 1002. 1001. 1001. 1009.],[712. 473. 186. 878. 955.]
41,574850.0,0.0,"[40, 33849, 67658, 101467, 135276]",[1007. 1006. 1009. 1002. 1007.],[410. 924.   6. 501. 822.]
42,545050.0,14175.0,"[41, 33850, 67659, 101468, 135277]",[1009. 1004. 1000. 1009. 1009.],[157. 918.  40. 122. 104.]
43,544850.0,0.0,"[42, 33851, 67660, 101469, 135278]",[1000. 1003. 1004. 1007. 1002.],[824. 601. 640. 325. 303.]
44,449850.0,590725.0,"[43, 33852, 67661, 101470, 135279]",[1000. 1001. 1008. 1008. 1007.],[242.  99. 470. 335. 861.]
45,450050.0,604900.0,"[44, 33853, 67662, 101471, 135280]",[1005. 1009. 1008. 1005. 1008.],[472. 158. 751. 385. 869.]
46,479850.0,590725.0,"[45, 33854, 67663, 101472, 135281]",[1006. 1009. 1009. 1000. 1004.],[722. 523.  76. 272. 863.]
47,480050.0,604900.0,"[46, 33855, 67664, 101473, 135282]",[1001. 1005. 1004. 1000. 1009.],[775. 832. 506. 161. 201.]
48,509850.0,590725.0,"[47, 33856, 67665, 101474, 135283]",[1006. 1006. 1000. 1008. 1004.],[371. 335. 876. 130. 851.]
49,510050.0,604900.0,"[48, 33857, 67666, 101475, 135284]",[1003. 1007. 1009. 1009. 1004.],[337. 628. 129. 790. 616.]
50,539850.0,590725.0,"[49, 33858, 67667, 101476, 135285]",[1008. 1005. 1000. 1009. 1008.],[885. 808. 748. 342. 285.]
51,540050.0,604900.0,"[50, 33859, 67668, 101477, 135286]",[1008. 1001. 1003. 1004. 1005.],[204. 418. 534. 349. 527.]
52,569850.0,590725.0,"[51, 33860, 67669, 101478, 135287]",[1008. 1005. 1009. 1001. 1006.],[594. 870. 468. 272. 462.]
53,570050.0,604900.0,"[52, 33861, 67670, 101479, 135288]",[1006. 1008. 1006. 1000. 1007.],[226. 124. 436. 284. 294.]
54,425050.0,14175.0,"[53, 33862, 67671, 101480, 135289]",[1002. 1000. 1003. 1003. 1009.],[226. 501. 907. 760. 968.]
55,424850.0,0.0,"[54, 33863, 67672, 101481, 135290]",[1000. 1001. 1003. 1008. 1000.],[921. 502. 306. 928. 996.]
56,395050.0,14175.0,"[55, 33864, 67673, 101482, 135291]",[1006. 1002. 1004. 1003. 1006.],[537. 801. 331. 797. 458.]
57,394850.0,0.0,"[56, 33865, 67674, 101483, 135292]",[1001. 1000. 1008. 1007. 1002.],[112. 604. 852. 777. 648.]
58,365050.0,14175.0,"[57, 33866, 67675, 101484, 135293]",[1005. 1004. 1005. 1009. 1003.],[959. 191. 765. 153. 451.]
59,364850.0,0.0,"[58, 33867, 67676, 101485, 135294]",[1001. 1002. 1007. 1002. 1000.],[392. 482. 615. 890. 143.]
60,335050.0,14175.0,"[59, 33868, 67677, 101486, 135295]",[1006. 1007. 1004. 1004. 1004.],[709. 967. 498. 541. 588.]
61,334850.0,0.0,"[60, 33869, 67678, 101487, 135296]",[1002. 1003. 1000. 1007. 1004.],[940. 852. 103. 713.  38.]
62,305050.0,14175.0,"[61, 33870, 67679, 101488, 135297]",[1006. 1006. 1007. 1002. 1007.],[943. 969. 551. 137. 303.]
63,304850.0,0.0,"[62, 33871, 67680, 101489, 135298]",[1001. 1004. 1000. 1009. 1001.],[ 79. 323. 783.  79. 229.]
64,275050.0,14175.0,"[63, 33872, 67681, 101490, 135299]",[1004. 1008. 1000. 1005. 1007.],[922.  99. 355. 800. 438.]
65,274850.0,0.0,"[64, 33873, 67682, 101491, 135300]",[1000. 1003. 1003. 1008. 1008.],[361. 697. 971. 148. 606.]
66,245050.0,14175.0,"[65, 33874, 67683, 101492, 135301]",[1003. 1003. 1005. 1007. 1002.],[947. 340. 185. 918.   9.]
67,244850.0,0.0,"[66, 33875, 67684, 101493, 135302]",[1009. 1006. 1003. 1004. 1007.],[861. 457. 549.  18. 122.]
68,215050.0,14175.0,"[67, 33876, 67685, 101494, 135303]",[1009. 1003. 1002. 1004. 1007.],[937. 880. 765.  39. 312.]
69,214850.0,0.0,"[68, 33877, 67686, 101495, 135304]",[1005. 1003. 1009. 1006. 1006.],[754.  54. 891. 500. 407.]
70,185050.0,14175.0,"[69, 33878, 67687, 101496, 135305]",[1000. 1005. 1004. 1008. 1009.],[872.  81. 653. 438. 993.]
71,184850.0,0.0,"[70, 33879, 67688, 101497, 135306]",[1001. 1005. 1008. 1008. 1009.],[636. 126. 834. 516. 943.]
72,155050.0,14175.0,"[71, 33880, 67689, 101498, 135307]",[1009. 1006. 1001. 1009. 1005.],[459. 502. 613. 838. 758.]
73,154850.0,0.0,"[72, 33881, 67690, 101499, 135308]",[1001. 1005. 1009. 1009. 1007.],[390.   2.  49. 718.   7.]
74,125050.0,14175.0,"[73, 33882, 67691, 101500, 135309]",[1005. 1005. 1006. 1003. 1005.],[141. 450. 335.   1. 102.]
75,124850.0,0.0,"[74, 33883, 67692, 101501, 135310]",[1009. 1002. 1002. 1004. 1007.],[111. 165. 420. 820. 282.]
76,16175.0,555250.0,"[75, 33884, 67693, 101502, 135311]",[1003. 1002. 1001. 1000. 1009.],[588. 340. 309. 474. 790.]
77,2000.0,555450.0,"[76, 33885, 67694, 101503, 135312]",[1001. 1009. 1008. 1007. 1001.],[  6. 918. 610. 806.  90.]
78,119850.0,590725.0,"[77, 33886, 67695, 101504, 135313]",[1009. 1000. 1004. 1000. 1009.],[155. 391. 564. 249.   4.]
79,120050.0,604900.0,"[78, 33887, 67696, 101505, 135314]",[1008. 1002. 1000. 1009. 1004.],[723. 612. 430. 173. 395.]
80,149850.0,590725.0,"[79, 33888, 67697, 101506, 135315]",[1009. 1000. 1005. 1009. 1000.],[723. 453.  71. 362. 680.]
81,150050.0,604900.0,"[80, 33889, 67698, 101507, 135316]",[1004. 1008. 1007. 1009. 1001.],[667. 862. 511. 589. 260.]
82,179850.0,590725.0,"[81, 33890, 67699, 101508, 135317]",[1007. 1003. 1000. 1005. 1009.],[829. 837. 485. 970. 103.]
83,180050.0,604900.0,"[82, 33891, 67700, 101509, 135318]",[1004. 1003. 1007. 1006. 1003.],[487. 868. 276. 645. 738.]
84,209850.0,590725.0,"[83, 33892, 67701, 101510, 135319]",[1008. 1002. 1002. 1006. 1005.],[590. 797. 296.  88.  30.]
85,210050.0,604900.0,"[84, 33893, 67702, 101511, 135320]",[1006. 1004. 1007. 1007. 1003.],[370. 757. 248. 484. 235.]
86,681725.0,530450.0,"[85, 33894, 67703, 101512, 135321]",[1007. 1008. 1006. 1005. 1006.],[823. 422. 579. 884. 271.]
87,695900.0,530250.0,"[86, 33895, 67704, 101513, 135322]",[1002. 1003. 1007. 1004. 1003.],[173.  13. 741. 114.  68.]
88,0.0,75450.0,"[87, 33896, 67705, 101514, 135323]",[1000. 1005. 1001. 1000. 1005.],[ 56. 995. 295. 527. 963.]
89,18175.0,75250.0,"[88, 33897, 67706, 101515, 135324]",[1005. 1008. 1003. 1000. 1009.],[977.  75. 769. 768. 408.]
90,0.0,105450.0,"[89, 33898, 67707, 101516, 135325]",[1005. 1008. 1008. 1009. 1005.],[681. 373. 618. 430. 236.]
91,18175.0,105250.0,"[90, 33899, 67708, 101517, 135326]",[1007. 1001. 1001. 1004. 1001.],[689. 869.  42. 333. 701.]
92,0.0,135450.0,"[91, 33900, 67709, 101518, 135327]",[1005. 1008. 1002. 1008. 1003.],[933. 319. 316. 492. 998.]
93,18175.0,135250.0,"[92, 33901, 67710, 101519, 135328]",[1002. 1006. 1004. 1002. 1000.],[809. 720.   6. 974. 796.]
94,0.0,165450.0,"[93, 33902, 67711, 101520, 135329]",[1002. 1008. 1004. 1005. 1009.],[587. 832.  31. 274. 506.]
95,18175.0,165250.0,"[94, 33903, 67712, 101521, 135330]",[1003. 1000. 1000. 1002. 1004.],[686. 672.  99. 600. 237.]
96,0.0,195450.0,"[95, 33904, 67713, 101522, 135331]",[1000. 1008. 1006. 1004. 1005.],[466. 354. 611. 558. 397.]
97,18175.0,195250.0,"[96, 33905, 67714, 101523, 135332]",[1004. 1001. 1003. 1006. 1001.],[356. 359.  72.  21. 261.]
98,0.0,225450.0,"[97, 33906, 67715, 101524, 135333]",[1001. 1004. 1001. 1008. 1008.],[784. 950. 508. 150.  67.]
99,18175.0,225250.0,"[98, 33907, 67716, 101525, 135334]",[1009. 1004. 1003. 1009. 1001.],[862. 254. 390. 641. 141.]
100,0.0,255450.0,"[99, 33908, 67717, 101526, 135335]",[1009. 1000. 1006. 1003. 1000.],[223. 682. 105. 503. 340.]
101,18175.0,255250.0,"[100, 33909, 67718, 101527, 135336]",[1006. 1002. 1004. 1007. 1009.],[541. 214. 703. 824. 560.]
102,0.0,285450.0,"[101, 33910, 67719, 101528, 135337]",[1002. 1004. 1006. 1002. 1003.],[ 61. 241. 617. 614. 961.]
103,18175.0,285250.0,"[102, 33911, 67720, 101529, 135338]",[1001. 1005. 1002. 1007. 1001.],[416. 457. 985.   7. 664.]
104,0.0,315450.0,"[103, 33912, 67721, 101530, 135339]",[1001. 1006. 1001. 1005. 1004.],[ 62. 757. 339. 354. 774.]
105,18175.0,315250.0,"[104, 33913, 67722, 101531, 135340]",[1002. 1007. 1002. 1007. 1008.],[205. 802.  55. 875. 902.]
106,0.0,345450.0,"[105, 33914, 67723, 101532, 135341]",[1008. 1000. 1005. 1000. 1006.],[152. 171. 378. 653. 923.]
107,18175.0,345250.0,"[106, 33915, 67724, 101533, 135342]",[1009. 1001. 1002. 1002. 1008.],[913.  54. 109. 329. 380.]
108,0.0,375450.0,"[107, 33916, 67725, 101534, 135343]",[1006. 1000. 1004. 1009. 1000.],[267. 650. 931. 205. 112.]
109,18175.0,375250.0,"[108, 33917, 67726, 101535, 135344]",[1003. 1009. 1000. 1008. 1002.],[249. 365. 581. 123. 601.]
110,0.0,405450.0,"[109, 33918, 67727, 101536, 135345]",[1009. 1004. 1002. 1000. 1004.],[187. 946. 813. 579. 300.]
111,18175.0,405250.0,"[110, 33919, 67728, 101537, 135346]",[1003. 1000. 1005. 1001. 1006.],[174. 881. 379.  68.  48.]
112,0.0,435450.0,"[111, 33920, 67729, 101538, 135347]",[1001. 1004. 1000. 1009. 1005.],[939.  85. 356. 694. 810.]
113,18175.0,435250.0,"[112, 33921, 67730, 101539, 135348]",[1004. 1008. 1007. 1007. 1002.],[519. 794. 633.  16. 485.]
114,0.0,465450.0,"[113, 33922, 67731, 101540, 135349]",[1008. 1002. 1002. 1002. 1004.],[ 56. 453. 730.   5. 441.]
115,18175.0,465250.0,"[114, 33923, 67732, 101541, 135350]",[1008. 1001. 1006. 1006. 1001.],[381. 595. 904. 995. 374.]
116,0.0,495450.0,"[115, 33924, 67733, 101542, 135351]",[1004. 1004. 1003. 1008. 1008.],[551. 394. 435. 944. 831.]
117,18175.0,495250.0,"[116, 33925, 67734, 101543, 135352]",[1006. 1006. 1008. 1005. 1005.],[128. 789. 468. 741. 161.]
118,0.0,525450.0,"[117, 33926, 67735, 101544, 135353]",[1009. 1001. 1006. 1008. 1004.],[812. 238.  11. 809. 529.]
119,18175.0,525250.0,"[118, 33927, 67736, 101545, 135354]",[1008. 1008. 1007. 1004. 1008.],[753. 885. 386.  22. 928.]
120,697900.0,50250.0,"[119, 33928, 67737, 101546, 135355]",[1003. 1003. 1005. 1002. 1007.],[544. 447. 686. 117. 385.]
121,679725.0,50450.0,"[120, 33929, 67738, 101547, 135356]",[1005. 1009. 1006. 1009. 1003.],[684. 524. 304. 764. 941.]
122,697900.0,80250.0,"[121, 33930, 67739, 101548, 135357]",[1004. 1005. 1008. 1009. 1006.],[830.  39. 683. 577. 253.]
123,679725.0,80450.0,"[122, 33931, 67740, 101549, 135358]",[1009. 1008. 1000. 1003. 1003.],[725. 844. 465. 550. 363.]
124,697900.0,110250.0,"[123, 33932, 67741, 101550, 135359]",[1003. 1006. 1005. 1007. 1002.],[330. 460.  54. 882. 384.]
125,679725.0,110450.0,"[124, 33933, 67742, 101551, 135360]",[1000. 1009. 1003. 1001. 1007.],[115. 682. 805. 723. 284.]
126,697900.0,140250.0,"[125, 33934, 67743, 101552, 135361]",[1002. 1006. 1008. 1004. 1009.],[ 38. 591. 473. 589. 207.]
127,679725.0,140450.0,"[126, 33935, 67744, 101553, 135362]",[1005. 1005. 1000. 1007. 1001.],[445. 285. 153. 140. 881.]
128,697900.0,170250.0,"[127, 33936, 67745, 101554, 135363]",[1009. 1007. 1004. 1006. 1002.],[619. 731. 406. 192. 186.]
129,679725.0,170450.0,"[128, 33937, 67746, 101555, 135364]",[1000. 1000. 1001. 1009. 1009.],[648. 105. 663. 451. 857.]
130,697900.0,200250.0,"[129, 33938, 67747, 101556, 135365]",[1005. 1009. 1004. 1008. 1008.],[896. 308. 756. 147. 476.]
131,679725.0,200450.0,"[130, 33939, 67748, 101557, 135366]",[1006. 1002. 1008. 1006. 1000.],[658. 215. 805. 759. 584.]
132,35450.0,32850.0,"[131, 33940, 67749, 101558, 135367]",[1005. 1009. 1004. 1004. 1005.],[306. 882. 803. 374. 737.]
133,35450.0,34850.0,"[132, 33941, 67750, 101559, 135368]",[1008. 1000. 1006. 1009. 1007.],[806. 949. 674. 173. 843.]
134,35450.0,36850.0,"[133, 33942, 67751, 101560, 135369]",[1002. 1007. 1005. 1004. 1006.],[800. 736. 997. 297. 668.]
135,35450.0,38850.0,"[134, 33943, 67752, 101561, 135370]",[1002. 1000. 1005. 1003. 1004.],[612. 717. 395. 220. 494.]
136,35450.0,40850.0,"[135, 33944, 67753, 101562, 135371]",[1000. 1006. 1000. 1009. 1008.],[354. 765. 411. 130. 402.]
137,35450.0,42850.0,"[136, 33945, 67754, 101563, 135372]",[1008. 1000. 1001. 1000. 1001.],[300. 173. 801. 869. 162.]
138,35450.0,44850.0,"[137, 33946, 67755, 101564, 135373]",[1008. 1009. 1008. 1002. 1000.],[174. 319. 914. 862. 774.]
139,35450.0,46850.0,"[138, 33947, 67756, 101565, 135374]",[1002. 1003. 1009. 1001. 1000.],[751. 355. 564. 389. 326.]
140,35450.0,48850.0,"[139, 33948, 67757, 101566, 135375]",[1001. 1001. 1004. 1008. 1003.],[126. 502. 672. 359. 634.]
141,35450.0,50850.0,"[140, 33949, 67758, 101567, 135376]",[1001. 1000. 1005. 1000. 1007.],[603. 851. 568. 873. 609.]
142,35450.0,52850.0,"[141, 33950, 67759, 101568, 135377]",[1000. 1002. 1009. 1001. 1000.],[665.  76. 327. 846. 566.]
143,35450.0,54850.0,"[142, 33951, 67760, 101569, 135378]",[1006. 1001. 1002. 1004. 1007.],[209.  30. 114. 461. 242.]
144,35450.0,56850.0,"[143, 33952, 67761, 101570, 135379]",[1000. 1002. 1005. 1009. 1003.],[308. 679. 788. 454. 889.]
145,35450.0,58850.0,"[144, 33953, 67762, 101571, 135380]",[1009. 1002. 1009. 1000. 1003.],[308. 416. 935. 129. 284.]
146,35450.0,60850.0,"[145, 33954, 67763, 101572, 135381]",[1009. 1003. 1001. 1001. 1007.],[677. 665.  44. 309. 553.]
147,35450.0,62850.0,"[146, 33955, 67764, 101573, 135382]",[1005. 1006. 1001. 1004. 1004.],[863. 383. 129.  48.  97.]
148,35450.0,64850.0,"[147, 33956, 67765, 101574, 135383]",[1001. 1003. 1008. 1002. 1009.],[292. 909. 997. 735. 928.]
149,35450.0,66850.0,"[148, 33957, 67766, 101575, 135384]",[1007. 1000. 1009. 1002. 1008.],[444. 963. 191.  62. 801.]
150,35450.0,70850.0,"[149, 33958, 67767, 101576, 135385]",[1000. 1001. 1003. 1006. 1005.],[295. 621. 204. 240. 157.]
151,35450.0,72850.0,"[150, 33959, 67768, 101577, 135386]",[1000. 1005. 1001. 1003. 1007.],[413. 246. 632.   5. 447.]
152,35450.0,74850.0,"[151, 33960, 67769, 101578, 135387]",[1007. 1000. 1008. 1009. 1007.],[ 72. 772. 800. 558. 468.]
153,35450.0,76850.0,"[152, 33961, 67770, 101579, 135388]",[1003. 1009. 1002. 1005. 1006.],[321.   1. 668. 100. 640.]
154,35450.0,78850.0,"[153, 33962, 67771, 101580, 135389]",[1003. 1001. 1001. 1002. 1009.],[981. 357. 729. 681. 692.]
155,35450.0,80850.0,"[154, 33963, 67772, 101581, 135390]",[1004. 1008. 1004. 1009. 1009.],[797. 200. 199. 237. 137.]
156,35450.0,82850.0,"[155, 33964, 67773, 101582, 135391]",[1008. 1000. 1000. 1005. 1009.],[507. 702. 526. 344. 634.]
157,35450.0,84850.0,"[156, 33965, 67774, 101583, 135392]",[1001. 1005. 1006. 1007. 1003.],[715. 443. 131. 961. 765.]
158,35450.0,86850.0,"[157, 33966, 67775, 101584, 135393]",[1007. 1001. 1003. 1009. 1001.],[512. 845. 307. 849. 999.]
159,35450.0,88850.0,"[158, 33967, 67776, 101585, 135394]",[1004. 1000. 1007. 1002. 1008.],[892. 266. 896. 683. 936.]
160,35450.0,90850.0,"[159, 33968, 67777, 101586, 135395]",[1004. 1008. 1004. 1005. 1005.],[ 76. 870. 547. 469. 339.]
161,35450.0,92850.0,"[160, 33969, 67778, 101587, 135396]",[1008. 1001. 1003. 1003. 1005.],[ 22. 797. 187. 494. 442.]
162,35450.0,94850.0,"[161, 33970, 67779, 101588, 135397]",[1003. 1009. 1002. 1003. 1009.],[643. 982. 328. 606. 148.]
163,35450.0,96850.0,"[162, 33971, 67780, 101589, 135398]",[1004. 1003. 1000. 1003. 1003.],[866. 773. 697. 307. 203.]
164,35450.0,100850.0,"[163, 33972, 67781, 101590, 135399]",[1004. 1005. 1006. 1005. 1006.],[ 74. 863. 684. 453. 503.]
165,35450.0,102850.0,"[164, 33973, 67782, 101591, 135400]",[1005. 1000. 1003. 1002. 1006.],[508. 338.  86.  67.   7.]
166,35450.0,104850.0,"[165, 33974, 67783, 101592, 135401]",[1000. 1003. 1008. 1007. 1004.],[243. 352. 554. 428. 985.]
167,35450.0,106850.0,"[166, 33975, 67784, 101593, 135402]",[1006. 1007. 1009. 1007. 1001.],[776.  66. 198. 725. 975.]
168,35450.0,108850.0,"[167, 33976, 67785, 101594, 135403]",[1008. 1008. 1000. 1002. 1002.],[326. 455. 950. 749.  19.]
169,35450.0,110850.0,"[168, 33977, 67786, 101595, 135404]",[1005. 1000. 1000. 1006. 1005.],[694. 499. 470. 852. 540.]
170,35450.0,112850.0,"[169, 33978, 67787, 101596, 135405]",[1008. 1009. 1008. 1005. 1000.],[662. 662. 622. 469. 360.]
171,35450.0,114850.0,"[170, 33979, 67788, 101597, 135406]",[1008. 1006. 1004. 1001. 1009.],[ 17. 301. 360. 240. 752.]
172,35450.0,116850.0,"[171, 33980, 67789, 101598, 135407]",[1007. 1009. 1000. 1009. 1004.],[654. 624. 364. 305. 205.]
173,35450.0,118850.0,"[172, 33981, 67790, 101599, 135408]",[1006. 1000. 1009. 1001. 1000.],[129. 119. 106.  80.  27.]
174,35450.0,120850.0,"[173, 33982, 67791, 101600, 135409]",[1000. 1000. 1008. 1005. 1003.],[662. 214. 297. 715. 924.]
175,35450.0,122850.0,"[174, 33983, 67792, 101601, 135410]",[1007. 1008. 1003. 1006. 1003.],[123.  36. 610. 257. 927.]
176,35450.0,124850.0,"[175, 33984, 67793, 101602, 135411]",[1008. 1007. 1004. 1008. 1008.],[182. 963. 279. 329. 964.]
177,35450.0,126850.0,"[176, 33985, 67794, 101603, 135412]",[1002. 1002. 1003. 1007. 1005.],[554. 730. 168.  46. 936.]
178,35450.0,130850.0,"[177, 33986, 67795, 101604, 135413]",[1002. 1006. 1007. 1008. 1006.],[421. 320. 651. 706. 728.]
179,35450.0,132850.0,"[178, 33987, 67796, 101605, 135414]",[1009. 1000. 1006. 1002. 1002.],[685. 975. 408. 604. 795.]
180,35450.0,134850.0,"[179, 33988, 67797, 101606, 135415]",[1009. 1000. 1007. 1002. 1000.],[470. 284. 949. 510. 946.]
181,35450.0,136850.0,"[180, 33989, 67798, 101607, 135416]",[1006. 1004. 1008. 1009. 1005.],[ 77. 576. 762. 199. 250.]
182,35450.0,138850.0,"[181, 33990, 67799, 101608, 135417]",[1001. 1000. 1004. 1003. 1003.],[264. 644. 429. 393. 252.]
183,35450.0,140850.0,"[182, 33991, 67800, 101609, 135418]",[1006. 1004. 1000. 1004. 1003.],[624. 719. 696. 471. 258.]
184,35450.0,142850.0,"[183, 33992, 67801, 101610, 135419]",[1004. 1000. 1002. 1002. 1006.],[961. 483. 708. 387. 235.]
185,35450.0,144850.0,"[184, 33993, 67802, 101611, 135420]",[1001. 1008. 1001. 1001. 1001.],[ 55.  96. 507. 441. 529.]
186,35450.0,146850.0,"[185, 33994, 67803, 101612, 135421]",[1001. 1003. 1003. 1005. 1001.],[254. 238. 668. 959.  89.]
187,35450.0,148850.0,"[186, 33995, 67804, 101613, 135422]",[1009. 1007. 1001. 1003. 1006.],[880. 960. 178. 355. 623.]
188,35450.0,150850.0,"[187, 33996, 67805, 101614, 135423]",[1009. 1000. 1004. 1006. 1002.],[921. 407. 669. 918. 997.]
189,35450.0,152850.0,"[188, 33997, 67806, 101615, 135424]",[1009. 1000. 1009. 1006. 1006.],[809.  27. 601. 320. 272.]
190,35450.0,154850.0,"[189, 33998, 67807, 101616, 135425]",[1007. 1009. 1008. 1006. 1008.],[680.  35. 397. 855. 777.]
191,35450.0,156850.0,"[190, 33999, 67808, 101617, 135426]",[1008. 1005. 1003. 1003. 1008.],[554. 704. 394.  44. 826.]
192,35450.0,160850.0,"[191, 34000, 67809, 101618, 135427]",[1006. 1009. 1000. 1009. 1005.],[ 62. 658. 547. 534. 712.]
193,35450.0,162850.0,"[192, 34001, 67810, 101619, 135428]",[1001. 1005. 1007. 1002. 1003.],[573. 627. 594. 605. 826.]
194,35450.0,164850.0,"[193, 34002, 67811, 101620, 135429]",[1003. 1002. 1005. 1003. 1003.],[568. 115. 633. 190. 314.]
195,35450.0,166850.0,"[194, 34003, 67812, 101621, 135430]",[1004. 1008. 1002. 1002. 1008.],[ 37. 264. 610.  22. 125.]
196,35450.0,168850.0,"[195, 34004, 67813, 101622, 135431]",[1002. 1006. 1006. 1007. 1005.],[910. 138. 787. 676. 189.]
