city,X,Y,items,weights,profit
486,83450.0,102850.0,[485],[652.],[852.]
487,83450.0,112850.0,[486],[694.],[794.]
488,83450.0,114850.0,[487],[1388.],[1588.]
489,83450.0,116850.0,[488],[2082.],[2382.]
490,83450.0,122850.0,[489],[662.],[762.]
491,83450.0,126850.0,[490],[1324.],[1524.]
492,83450.0,128850.0,[491],[2648.],[3048.]
493,83450.0,130850.0,[492],[1324.],[1524.]
494,83450.0,132850.0,[493],[17.],[117.]
495,83450.0,134850.0,[494],[34.],[234.]
496,83450.0,136850.0,[495],[68.],[468.]
497,83450.0,138850.0,[496],[34.],[234.]
498,83450.0,140850.0,[497],[654.],[754.]
499,83450.0,142850.0,[498],[1308.],[1508.]
500,83450.0,144850.0,[499],[2616.],[3016.]
501,83450.0,146850.0,[500],[654.],[754.]
502,83450.0,148850.0,[501],[129.],[229.]
503,83450.0,150850.0,[502],[258.],[458.]
504,83450.0,154850.0,[503],[516.],[916.]
505,83450.0,158850.0,[504],[662.],[762.]
506,83450.0,160850.0,[505],[123.],[223.]
507,83450.0,162850.0,[506],[246.],[446.]
508,83450.0,164850.0,[507],[492.],[892.]
509,83450.0,166850.0,[508],[123.],[223.]
510,83450.0,168850.0,[509],[182.],[282.]
511,83450.0,170850.0,[510],[364.],[564.]
512,83450.0,174850.0,[511],[728.],[1128.]
513,83450.0,176850.0,[512],[364.],[564.]
514,83450.0,178850.0,[513],[554.],[654.]
515,83450.0,180850.0,[514],[1108.],[1308.]
516,83450.0,182850.0,[515],[421.],[521.]
517,83450.0,184850.0,[516],[842.],[1042.]
518,83450.0,190850.0,[517],[685.],[785.]
519,83450.0,194850.0,[518],[1370.],[1570.]
520,83450.0,196850.0,[519],[2740.],[3140.]
521,83450.0,198850.0,[520],[2055.],[2355.]
522,83450.0,200850.0,[521],[470.],[570.]
523,83450.0,202850.0,[522],[940.],[1140.]
524,83450.0,204850.0,[523],[1880.],[2280.]
525,83450.0,208850.0,[524],[1410.],[1710.]
526,83450.0,212850.0,[525],[77.],[177.]
527,83450.0,214850.0,[526],[154.],[354.]
528,83450.0,216850.0,[527],[308.],[708.]
529,83450.0,218850.0,[528],[264.],[364.]
530,83450.0,220850.0,[529],[264.],[364.]
531,83450.0,224850.0,[530],[624.],[724.]
532,83450.0,228850.0,[531],[1248.],[1448.]
533,83450.0,230850.0,[532],[2496.],[2896.]
534,83450.0,232850.0,[533],[961.],[1061.]
535,83450.0,234850.0,[534],[1922.],[2122.]
536,83450.0,236850.0,[535],[1922.],[2122.]
537,83450.0,238850.0,[536],[55.],[155.]
538,83450.0,240850.0,[537],[55.],[155.]
539,83450.0,244850.0,[538],[254.],[354.]
540,83450.0,246850.0,[539],[254.],[354.]
541,83450.0,248850.0,[540],[880.],[980.]
542,83450.0,250850.0,[541],[1760.],[1960.]
543,83450.0,252850.0,[542],[3520.],[3920.]
544,83450.0,258850.0,[543],[2640.],[2940.]
545,83450.0,262850.0,[544],[921.],[1021.]
546,83450.0,264850.0,[545],[1842.],[2042.]
547,83450.0,266850.0,[546],[3684.],[4084.]
548,83450.0,268850.0,[547],[2763.],[3063.]
549,83450.0,270850.0,[548],[809.],[909.]
550,83450.0,272850.0,[549],[1618.],[1818.]
551,83450.0,280850.0,[550],[3236.],[3636.]
552,83450.0,282850.0,[551],[2427.],[2727.]
553,83450.0,284850.0,[552],[680.],[780.]
554,83450.0,286850.0,[553],[1360.],[1560.]
555,83450.0,288850.0,[554],[2720.],[3120.]
556,83450.0,290850.0,[555],[680.],[780.]
557,83450.0,296850.0,[556],[554.],[654.]
558,83450.0,298850.0,[557],[1108.],[1308.]
559,83450.0,300850.0,[558],[2216.],[2616.]
560,83450.0,302850.0,[559],[1108.],[1308.]
561,83450.0,304850.0,[560],[62.],[162.]
562,83450.0,306850.0,[561],[124.],[324.]
563,83450.0,308850.0,[562],[248.],[648.]
564,83450.0,310850.0,[563],[573.],[673.]
