city,X,Y,items,weights,profit
41,56.0,129.0,"[40, 319, 598, 877, 1156]",[1007. 1009. 1003. 1003. 1008.],[410. 556. 826. 678. 608.]
42,56.0,121.0,"[41, 320, 599, 878, 1157]",[1009. 1004. 1001. 1003. 1001.],[157. 716. 652. 634. 222.]
43,40.0,121.0,"[42, 321, 600, 879, 1158]",[1000. 1002. 1000. 1000. 1002.],[824. 319. 474.  72. 963.]
44,40.0,129.0,"[43, 322, 601, 880, 1159]",[1000. 1009. 1005. 1008. 1008.],[242. 471. 858. 249. 295.]
45,40.0,137.0,"[44, 323, 602, 881, 1160]",[1005. 1008. 1007. 1002. 1000.],[472. 517. 480. 789. 404.]
46,40.0,145.0,"[45, 324, 603, 882, 1161]",[1006. 1008. 1000. 1003. 1008.],[722. 105. 582.  94. 998.]
47,40.0,153.0,"[46, 325, 604, 883, 1162]",[1001. 1007. 1008. 1009. 1005.],[775. 153. 369. 979. 637.]
48,40.0,161.0,"[47, 326, 605, 884, 1163]",[1006. 1001. 1006. 1003. 1008.],[371. 140. 597. 246. 261.]
49,40.0,169.0,"[48, 327, 606, 885, 1164]",[1003. 1004. 1002. 1006. 1008.],[337. 886. 633. 822. 857.]
50,32.0,169.0,"[49, 328, 607, 886, 1165]",[1008. 1003. 1008. 1008. 1009.],[885. 692. 360. 107. 940.]
51,32.0,161.0,"[50, 329, 608, 887, 1166]",[1008. 1009. 1007. 1000. 1008.],[204. 319. 715. 496. 564.]
52,32.0,153.0,"[51, 330, 609, 888, 1167]",[1008. 1000. 1005. 1000. 1005.],[594. 560. 980. 681. 918.]
53,32.0,145.0,"[52, 331, 610, 889, 1168]",[1006. 1000. 1007. 1009. 1001.],[226. 642. 652. 434. 473.]
54,32.0,137.0,"[53, 332, 611, 890, 1169]",[1002. 1003. 1009. 1003. 1000.],[226. 696. 266. 755. 234.]
55,32.0,129.0,"[54, 333, 612, 891, 1170]",[1000. 1007. 1000. 1004. 1003.],[921. 258. 236. 306. 786.]
56,32.0,121.0,"[55, 334, 613, 892, 1171]",[1006. 1008. 1007. 1004. 1000.],[537. 250. 146. 971. 321.]
57,32.0,113.0,"[56, 335, 614, 893, 1172]",[1001. 1008. 1007. 1002. 1007.],[112. 639.  50. 113. 783.]
58,40.0,113.0,"[57, 336, 615, 894, 1173]",[1005. 1004. 1007. 1006. 1002.],[959. 372. 310. 773.   6.]
59,56.0,113.0,"[58, 337, 616, 895, 1174]",[1001. 1001. 1006. 1009. 1006.],[392. 132. 387. 791. 102.]
60,56.0,105.0,"[59, 338, 617, 896, 1175]",[1006. 1002. 1001. 1000. 1009.],[709. 856. 950. 302. 223.]
61,48.0,99.0,"[60, 339, 618, 897, 1176]",[1002. 1007. 1009. 1004. 1008.],[940. 453.  94. 812. 531.]
62,40.0,99.0,"[61, 340, 619, 898, 1177]",[1006. 1008. 1006. 1001. 1002.],[943. 503. 953. 542. 231.]
63,32.0,97.0,"[62, 341, 620, 899, 1178]",[1001. 1005. 1005. 1006. 1008.],[ 79. 539. 799. 734. 652.]
64,32.0,89.0,"[63, 342, 621, 900, 1179]",[1004. 1003. 1004. 1005. 1008.],[922. 819. 530. 167. 333.]
65,24.0,89.0,"[64, 343, 622, 901, 1180]",[1000. 1002. 1009. 1008. 1004.],[361. 126. 422. 283. 876.]
66,16.0,97.0,"[65, 344, 623, 902, 1181]",[1003. 1006. 1004. 1006. 1007.],[947. 430. 702. 681.  76.]
67,16.0,109.0,"[66, 345, 624, 903, 1182]",[1009. 1001. 1001. 1005. 1001.],[861. 598. 835. 850.  26.]
68,8.0,109.0,"[67, 346, 625, 904, 1183]",[1009. 1003. 1005. 1004. 1006.],[937. 696. 920. 996. 752.]
69,8.0,97.0,"[68, 347, 626, 905, 1184]",[1005. 1007. 1007. 1001. 1002.],[754. 597.  73. 794. 157.]
70,8.0,89.0,"[69, 348, 627, 906, 1185]",[1000. 1006. 1009. 1003. 1008.],[872. 697. 455.  33. 698.]
71,8.0,81.0,"[70, 349, 628, 907, 1186]",[1001. 1008. 1007. 1007. 1008.],[636.  52. 972. 662.   6.]
72,8.0,73.0,"[71, 350, 629, 908, 1187]",[1009. 1009. 1005. 1007. 1001.],[459. 652. 462. 654. 104.]
73,8.0,65.0,"[72, 351, 630, 909, 1188]",[1001. 1004. 1001. 1005. 1009.],[390. 625. 392. 955.  98.]
74,8.0,57.0,"[73, 352, 631, 910, 1189]",[1005. 1007. 1008. 1007. 1005.],[141.  91.   5. 916. 388.]
75,16.0,57.0,"[74, 353, 632, 911, 1190]",[1009. 1005. 1006. 1001. 1002.],[111. 546. 487. 568. 835.]
76,8.0,49.0,"[75, 354, 633, 912, 1191]",[1003. 1003. 1002. 1002. 1006.],[588. 317. 969. 429. 863.]
77,8.0,41.0,"[76, 355, 634, 913, 1192]",[1001. 1005. 1000. 1004. 1001.],[  6. 313. 735. 641. 194.]
78,24.0,45.0,"[77, 356, 635, 914, 1193]",[1009. 1000. 1000. 1005. 1007.],[155.  89. 869. 879. 114.]
79,32.0,41.0,"[78, 357, 636, 915, 1194]",[1008. 1006. 1006. 1009. 1001.],[723. 283. 454. 456. 898.]
80,32.0,49.0,"[79, 358, 637, 916, 1195]",[1009. 1000. 1009. 1007. 1003.],[723. 917. 570. 888. 697.]
81,32.0,57.0,"[80, 359, 638, 917, 1196]",[1004. 1009. 1006. 1006. 1001.],[667. 806. 290. 744. 356.]
82,32.0,65.0,"[81, 360, 639, 918, 1197]",[1007. 1001. 1000. 1008. 1008.],[829. 912. 683. 702. 773.]
83,32.0,73.0,"[82, 361, 640, 919, 1198]",[1004. 1002. 1004. 1000. 1007.],[487. 511. 193. 511. 723.]
84,32.0,81.0,"[83, 362, 641, 920, 1199]",[1008. 1003. 1007. 1007. 1009.],[590. 168. 374. 252. 100.]
85,40.0,83.0,"[84, 363, 642, 921, 1200]",[1006. 1000. 1006. 1000. 1003.],[370. 758. 842. 656. 659.]
86,40.0,73.0,"[85, 364, 643, 922, 1201]",[1007. 1003. 1003. 1001. 1005.],[823. 392. 191. 874.  94.]
87,40.0,63.0,"[86, 365, 644, 923, 1202]",[1002. 1007. 1004. 1007. 1001.],[173. 646. 911. 306. 851.]
88,40.0,51.0,"[87, 366, 645, 924, 1203]",[1000. 1008. 1004. 1008. 1008.],[ 56. 114.  31. 346. 447.]
89,44.0,43.0,"[88, 367, 646, 925, 1204]",[1005. 1007. 1002. 1007. 1006.],[977.   5.  40. 841. 484.]
90,44.0,35.0,"[89, 368, 647, 926, 1205]",[1005. 1005. 1002. 1006. 1009.],[681. 989. 788.  66. 748.]
91,44.0,27.0,"[90, 369, 648, 927, 1206]",[1007. 1001. 1006. 1003. 1004.],[689. 228. 852. 855.  37.]
92,32.0,25.0,"[91, 370, 649, 928, 1207]",[1005. 1008. 1005. 1003. 1008.],[933. 131. 742. 347. 652.]
93,24.0,25.0,"[92, 371, 650, 929, 1208]",[1002. 1007. 1002. 1003. 1005.],[809. 699. 446. 350. 205.]
94,16.0,25.0,"[93, 372, 651, 930, 1209]",[1002. 1000. 1003. 1004. 1007.],[587. 386. 142. 581. 132.]
95,16.0,17.0,"[94, 373, 652, 931, 1210]",[1003. 1008. 1001. 1005. 1008.],[686. 229. 906. 852.  20.]
96,24.0,17.0,"[95, 374, 653, 932, 1211]",[1000. 1001. 1009. 1007. 1002.],[466. 621. 970. 821. 975.]
97,32.0,17.0,"[96, 375, 654, 933, 1212]",[1004. 1009. 1005. 1001. 1006.],[356. 371. 843. 556.  29.]
98,44.0,11.0,"[97, 376, 655, 934, 1213]",[1001. 1006. 1004. 1007. 1004.],[784. 574. 137. 252. 681.]
99,56.0,9.0,"[98, 377, 656, 935, 1214]",[1009. 1007. 1004. 1004. 1006.],[862. 495. 666. 861. 300.]
100,56.0,17.0,"[99, 378, 657, 936, 1215]",[1009. 1004. 1006. 1004. 1005.],[223. 674. 456. 253. 494.]
101,56.0,25.0,"[100, 379, 658, 937, 1216]",[1006. 1001. 1008. 1002. 1007.],[541. 255. 709. 297. 792.]
102,56.0,33.0,"[101, 380, 659, 938, 1217]",[1002. 1001. 1005. 1009. 1006.],[ 61. 352. 526. 826. 259.]
103,56.0,41.0,"[102, 381, 660, 939, 1218]",[1001. 1007. 1006. 1001. 1004.],[416. 588. 889. 540. 726.]
104,64.0,41.0,"[103, 382, 661, 940, 1219]",[1001. 1008. 1000. 1001. 1004.],[ 62. 176. 859. 363. 280.]
105,72.0,41.0,"[104, 383, 662, 941, 1220]",[1002. 1006. 1007. 1008. 1009.],[205. 935. 669. 735.  34.]
106,72.0,49.0,"[105, 384, 663, 942, 1221]",[1008. 1004. 1004. 1005. 1007.],[152. 325. 423. 549. 585.]
107,56.0,49.0,"[106, 385, 664, 943, 1222]",[1009. 1002. 1000. 1007. 1000.],[913. 167.  62. 280. 314.]
108,48.0,51.0,"[107, 386, 665, 944, 1223]",[1006. 1007. 1002. 1008. 1009.],[267. 550. 978. 955. 560.]
109,56.0,57.0,"[108, 387, 666, 945, 1224]",[1003. 1006. 1005. 1002. 1000.],[249. 457. 288. 560. 657.]
110,56.0,65.0,"[109, 388, 667, 946, 1225]",[1009. 1005. 1001. 1006. 1003.],[187. 478.  96. 772. 481.]
111,48.0,63.0,"[110, 389, 668, 947, 1226]",[1003. 1005. 1007. 1000. 1002.],[174. 892. 304. 729. 572.]
112,48.0,73.0,"[111, 390, 669, 948, 1227]",[1001. 1008. 1005. 1006. 1003.],[939. 942.   6. 576. 810.]
113,56.0,73.0,"[112, 391, 670, 949, 1228]",[1004. 1007. 1002. 1008. 1008.],[519. 991. 587. 505. 324.]
114,56.0,81.0,"[113, 392, 671, 950, 1229]",[1008. 1006. 1001. 1007. 1008.],[ 56. 988. 326. 120.  12.]
115,48.0,83.0,"[114, 393, 672, 951, 1230]",[1008. 1009. 1002. 1000. 1003.],[381. 866. 561. 791. 297.]
116,56.0,89.0,"[115, 394, 673, 952, 1231]",[1004. 1005. 1007. 1002. 1002.],[551. 123. 226. 721. 970.]
117,56.0,97.0,"[116, 395, 674, 953, 1232]",[1006. 1008. 1008. 1002. 1005.],[128.  86. 124.  97. 768.]
118,104.0,97.0,"[117, 396, 675, 954, 1233]",[1009. 1000. 1005. 1003. 1004.],[812.  70. 337. 229. 253.]
119,104.0,105.0,"[118, 397, 676, 955, 1234]",[1008. 1006. 1003. 1001. 1000.],[753. 186. 927. 343. 417.]
120,104.0,113.0,"[119, 398, 677, 956, 1235]",[1003. 1005. 1008. 1003. 1003.],[544. 314. 723. 302. 113.]
121,104.0,121.0,"[120, 399, 678, 957, 1236]",[1005. 1007. 1004. 1003. 1003.],[684. 163. 693. 688. 975.]
122,104.0,129.0,"[121, 400, 679, 958, 1237]",[1004. 1002. 1000. 1006. 1004.],[830. 119. 819. 928. 496.]
123,104.0,137.0,"[122, 401, 680, 959, 1238]",[1009. 1005. 1009. 1006. 1009.],[725. 774. 664.  16. 572.]
124,104.0,145.0,"[123, 402, 681, 960, 1239]",[1003. 1002. 1004. 1007. 1007.],[330.  74. 120.  42. 881.]
125,116.0,145.0,"[124, 403, 682, 961, 1240]",[1000. 1004. 1004. 1006. 1006.],[115. 661. 330. 618. 553.]
126,124.0,145.0,"[125, 404, 683, 962, 1241]",[1002. 1002. 1005. 1009. 1003.],[ 38. 386. 679. 512. 845.]
127,132.0,145.0,"[126, 405, 684, 963, 1242]",[1005. 1002. 1009. 1009. 1001.],[445. 741. 867. 552. 183.]
128,132.0,137.0,"[127, 406, 685, 964, 1243]",[1009. 1007. 1007. 1004. 1005.],[619. 541. 793. 272. 414.]
129,140.0,137.0,"[128, 407, 686, 965, 1244]",[1000. 1009. 1000. 1002. 1003.],[648. 152. 415. 820. 181.]
130,148.0,137.0,"[129, 408, 687, 966, 1245]",[1005. 1006. 1003. 1004. 1007.],[896. 143. 605. 718. 115.]
131,156.0,137.0,"[130, 409, 688, 967, 1246]",[1006. 1009. 1004. 1006. 1005.],[658. 131. 643. 113. 382.]
132,164.0,137.0,"[131, 410, 689, 968, 1247]",[1005. 1007. 1001. 1005. 1002.],[306.  47. 354. 999. 364.]
133,172.0,125.0,"[132, 411, 690, 969, 1248]",[1008. 1004. 1008. 1000. 1009.],[806. 574. 220. 779. 790.]
134,172.0,117.0,"[133, 412, 691, 970, 1249]",[1002. 1005. 1006. 1007. 1000.],[800. 229. 746. 494. 511.]
135,172.0,109.0,"[134, 413, 692, 971, 1250]",[1002. 1005. 1007. 1006. 1000.],[612. 275. 925. 208. 201.]
136,172.0,101.0,"[135, 414, 693, 972, 1251]",[1000. 1005. 1003. 1003. 1004.],[354. 787. 510. 271. 677.]
137,172.0,93.0,"[136, 415, 694, 973, 1252]",[1008. 1007. 1003. 1006. 1007.],[300. 661. 291. 841. 536.]
138,172.0,85.0,"[137, 416, 695, 974, 1253]",[1008. 1001. 1009. 1006. 1008.],[174. 320. 938. 558. 701.]
139,180.0,85.0,"[138, 417, 696, 975, 1254]",[1002. 1001. 1004. 1005. 1008.],[751. 815. 870. 913. 729.]
140,180.0,77.0,"[139, 418, 697, 976, 1255]",[1001. 1002. 1001. 1002. 1004.],[126. 699. 285. 435. 202.]
141,180.0,69.0,"[140, 419, 698, 977, 1256]",[1001. 1006. 1007. 1000. 1009.],[603. 709.  54. 882. 401.]
142,180.0,61.0,"[141, 420, 699, 978, 1257]",[1000. 1003. 1005. 1008. 1006.],[665. 458.  56. 292. 667.]
143,180.0,53.0,"[142, 421, 700, 979, 1258]",[1006. 1004. 1007. 1008. 1005.],[209. 323. 135. 182. 289.]
144,172.0,53.0,"[143, 422, 701, 980, 1259]",[1000. 1009. 1000. 1004. 1002.],[308. 286. 296. 502. 119.]
145,172.0,61.0,"[144, 423, 702, 981, 1260]",[1009. 1000. 1006. 1002. 1004.],[308. 721. 579. 504. 258.]
146,172.0,69.0,"[145, 424, 703, 982, 1261]",[1009. 1004. 1004. 1008. 1000.],[677. 907. 874. 250. 474.]
147,172.0,77.0,"[146, 425, 704, 983, 1262]",[1005. 1007. 1003. 1008. 1008.],[863. 743. 315. 871. 215.]
148,164.0,81.0,"[147, 426, 705, 984, 1263]",[1001. 1004. 1001. 1009. 1005.],[292. 185. 770. 280. 785.]
149,148.0,85.0,"[148, 427, 706, 985, 1264]",[1007. 1007. 1004. 1003. 1001.],[444. 843. 281. 492.  94.]
150,124.0,85.0,"[149, 428, 707, 986, 1265]",[1000. 1001. 1000. 1005. 1001.],[295. 794. 111. 803. 982.]
151,124.0,93.0,"[150, 429, 708, 987, 1266]",[1000. 1002. 1009. 1002. 1006.],[413. 524. 277.  97. 210.]
152,124.0,109.0,"[151, 430, 709, 988, 1267]",[1007. 1005. 1001. 1005. 1008.],[ 72. 233. 454. 889. 664.]
153,124.0,125.0,"[152, 431, 710, 989, 1268]",[1003. 1007. 1009. 1002. 1007.],[321. 841. 866.   6. 720.]
154,124.0,117.0,"[153, 432, 711, 990, 1269]",[1003. 1009. 1009. 1000. 1000.],[981. 491. 106.  60. 667.]
155,124.0,101.0,"[154, 433, 712, 991, 1270]",[1004. 1009. 1005. 1004. 1007.],[797. 427.  29. 401. 307.]
156,104.0,89.0,"[155, 434, 713, 992, 1271]",[1008. 1001. 1004. 1008. 1000.],[507. 893. 621.  74.  63.]
157,104.0,81.0,"[156, 435, 714, 993, 1272]",[1001. 1001. 1002. 1008. 1008.],[715. 396. 177. 577. 870.]
158,104.0,73.0,"[157, 436, 715, 994, 1273]",[1007. 1003. 1004. 1007. 1007.],[512.  25.  94. 438. 136.]
159,104.0,65.0,"[158, 437, 716, 995, 1274]",[1004. 1006. 1009. 1001. 1001.],[892. 547. 273. 344. 766.]
160,104.0,49.0,"[159, 438, 717, 996, 1275]",[1004. 1009. 1007. 1007. 1003.],[ 76. 638. 391. 280. 705.]
161,104.0,41.0,"[160, 439, 718, 997, 1276]",[1008. 1003. 1006. 1009. 1005.],[ 22. 590. 611. 466. 618.]
162,104.0,33.0,"[161, 440, 719, 998, 1277]",[1003. 1008. 1008. 1005. 1007.],[643.  90. 889. 248. 885.]
163,104.0,25.0,"[162, 441, 720, 999, 1278]",[1004. 1002. 1002. 1000. 1000.],[866. 506.  13. 806. 655.]
164,104.0,17.0,"[163, 442, 721, 1000, 1279]",[1004. 1002. 1003. 1002. 1005.],[ 74. 615. 494. 562. 140.]
165,92.0,9.0,"[164, 443, 722, 1001, 1280]",[1005. 1008. 1005. 1007. 1004.],[508.  65. 536. 256. 964.]
166,80.0,9.0,"[165, 444, 723, 1002, 1281]",[1000. 1004. 1002. 1000. 1008.],[243. 920. 995.  22. 718.]
167,72.0,9.0,"[166, 445, 724, 1003, 1282]",[1006. 1008. 1002. 1004. 1008.],[776. 968. 853. 656. 239.]
168,64.0,21.0,"[167, 446, 725, 1004, 1283]",[1008. 1006. 1000. 1007. 1009.],[326. 839. 544.  88. 335.]
169,72.0,25.0,"[168, 447, 726, 1005, 1284]",[1005. 1003. 1004. 1005. 1003.],[694. 828. 160. 563. 523.]
170,80.0,25.0,"[169, 448, 727, 1006, 1285]",[1008. 1003. 1004. 1000. 1008.],[662.  52. 622. 847. 655.]
171,80.0,25.0,"[170, 449, 728, 1007, 1286]",[1008. 1000. 1005. 1005. 1009.],[ 17. 145. 752. 371. 647.]
172,80.0,41.0,"[171, 450, 729, 1008, 1287]",[1007. 1005. 1005. 1004. 1001.],[654. 491. 692. 995. 636.]
173,88.0,49.0,"[172, 451, 730, 1009, 1288]",[1006. 1001. 1008. 1009. 1001.],[129. 263. 935. 358. 443.]
174,104.0,57.0,"[173, 452, 731, 1010, 1289]",[1000. 1002. 1000. 1002. 1007.],[662. 723. 685. 192. 551.]
175,124.0,69.0,"[174, 453, 732, 1011, 1290]",[1007. 1009. 1002. 1005. 1008.],[123. 993. 420. 256. 489.]
176,124.0,77.0,"[175, 454, 733, 1012, 1291]",[1008. 1007. 1002. 1001. 1008.],[182. 935. 753. 994.  88.]
177,132.0,81.0,"[176, 455, 734, 1013, 1292]",[1002. 1006. 1000. 1007. 1001.],[554. 859. 739. 910. 382.]
178,140.0,65.0,"[177, 456, 735, 1014, 1293]",[1002. 1001. 1001. 1009. 1000.],[421. 218. 110. 356. 815.]
179,132.0,61.0,"[178, 457, 736, 1015, 1294]",[1009. 1007. 1003. 1001. 1000.],[685. 535. 110. 184.  68.]
180,124.0,61.0,"[179, 458, 737, 1016, 1295]",[1009. 1007. 1001. 1002. 1000.],[470. 156. 324. 480. 656.]
181,124.0,53.0,"[180, 459, 738, 1017, 1296]",[1006. 1005. 1003. 1004. 1003.],[ 77. 364. 922. 490. 733.]
182,124.0,45.0,"[181, 460, 739, 1018, 1297]",[1001. 1004. 1003. 1008. 1009.],[264. 315. 114. 229. 226.]
183,124.0,37.0,"[182, 461, 740, 1019, 1298]",[1006. 1001. 1009. 1005. 1009.],[624. 380. 353. 952. 118.]
184,124.0,29.0,"[183, 462, 741, 1020, 1299]",[1004. 1008. 1003. 1009. 1009.],[961.  80. 120. 568. 804.]
185,132.0,21.0,"[184, 463, 742, 1021, 1300]",[1001. 1004. 1006. 1002. 1004.],[ 55.  17. 855. 811. 566.]
186,124.0,21.0,"[185, 464, 743, 1022, 1301]",[1001. 1003. 1008. 1002. 1005.],[254. 984. 402.  89. 988.]
187,120.0,9.0,"[186, 465, 744, 1023, 1302]",[1009. 1007. 1007. 1000. 1006.],[880. 427. 339. 364. 585.]
188,128.0,9.0,"[187, 466, 745, 1024, 1303]",[1009. 1009. 1009. 1002. 1003.],[921. 675. 285. 420. 366.]
189,136.0,9.0,"[188, 467, 746, 1025, 1304]",[1009. 1005. 1002. 1001. 1007.],[809. 336. 724. 139. 269.]
190,148.0,9.0,"[189, 468, 747, 1026, 1305]",[1007. 1009. 1002. 1001. 1009.],[680. 244. 665. 527.  53.]
191,162.0,9.0,"[190, 469, 748, 1027, 1306]",[1008. 1004. 1009. 1006. 1008.],[554. 672. 101. 364. 552.]
192,156.0,25.0,"[191, 470, 749, 1028, 1307]",[1006. 1005. 1008. 1006. 1005.],[ 62. 582. 579. 622. 377.]
193,172.0,21.0,"[192, 471, 750, 1029, 1308]",[1001. 1005. 1005. 1007. 1005.],[573.  52. 895. 943. 876.]
194,180.0,21.0,"[193, 472, 751, 1030, 1309]",[1003. 1006. 1007. 1005. 1000.],[568. 487. 302. 481.  53.]
195,180.0,29.0,"[194, 473, 752, 1031, 1310]",[1004. 1007. 1000. 1004. 1002.],[ 37. 355.  81. 731. 376.]
196,172.0,29.0,"[195, 474, 753, 1032, 1311]",[1002. 1002. 1002. 1001. 1004.],[910. 547. 277.  39.  51.]
197,172.0,37.0,"[196, 475, 754, 1033, 1312]",[1007. 1001. 1007. 1005. 1004.],[632. 736. 478.  95. 925.]
198,172.0,45.0,"[197, 476, 755, 1034, 1313]",[1000. 1006. 1003. 1009. 1009.],[211. 256. 272. 338. 279.]
199,180.0,45.0,"[198, 477, 756, 1035, 1314]",[1005. 1000. 1002. 1003. 1005.],[ 67. 108. 860. 172. 570.]
200,180.0,37.0,"[199, 478, 757, 1036, 1315]",[1003. 1001. 1004. 1009. 1004.],[763. 153. 753. 350. 909.]
201,188.0,41.0,"[200, 479, 758, 1037, 1316]",[1007. 1005. 1008. 1006. 1007.],[568. 691. 956. 634. 940.]
202,196.0,49.0,"[201, 480, 759, 1038, 1317]",[1001. 1004. 1001. 1008. 1008.],[681. 786. 298. 687. 544.]
203,204.0,57.0,"[202, 481, 760, 1039, 1318]",[1007. 1007. 1009. 1005. 1000.],[814. 654. 211. 446. 165.]
204,212.0,65.0,"[203, 482, 761, 1040, 1319]",[1006. 1003. 1001. 1002. 1006.],[514. 975. 244. 398. 351.]
205,220.0,73.0,"[204, 483, 762, 1041, 1320]",[1001. 1003. 1006. 1007. 1005.],[326. 972. 564. 221. 303.]
206,228.0,69.0,"[205, 484, 763, 1042, 1321]",[1007. 1003. 1000. 1004. 1004.],[ 41. 585. 918. 935. 550.]
207,228.0,77.0,"[206, 485, 764, 1043, 1322]",[1001. 1000. 1000. 1007. 1007.],[909. 229. 791. 223. 942.]
208,236.0,77.0,"[207, 486, 765, 1044, 1323]",[1005. 1005. 1005. 1003. 1008.],[192. 654.  73. 683. 991.]
209,236.0,69.0,"[208, 487, 766, 1045, 1324]",[1001. 1008. 1002. 1003. 1005.],[ 59. 469. 866.  98. 151.]
210,236.0,61.0,"[209, 488, 767, 1046, 1325]",[1001. 1005. 1002. 1009. 1006.],[352.  20. 780. 493.  18.]
