city,X,Y,items,weights,profit
25,5736.0,6317.0,"[24, 4484, 8944, 13404, 17864]",[1002. 1009. 1000. 1004. 1008.],[760. 205. 850. 537. 756.]
26,5737.0,6064.0,"[25, 4485, 8945, 13405, 17865]",[1006. 1004. 1001. 1008. 1005.],[776. 763. 871. 896. 139.]
27,5738.0,6034.0,"[26, 4486, 8946, 13406, 17866]",[1006. 1007. 1003. 1001. 1000.],[475. 905. 361. 898. 974.]
28,5738.0,6267.0,"[27, 4487, 8947, 13407, 17867]",[1007. 1004. 1002. 1000. 1006.],[937. 939. 436. 749. 323.]
29,5740.0,5984.0,"[28, 4488, 8948, 13408, 17868]",[1008. 1008. 1002. 1007. 1005.],[101. 893. 680. 888. 907.]
30,5741.0,6206.0,"[29, 4489, 8949, 13409, 17869]",[1008. 1004. 1001. 1004. 1000.],[281. 315. 143. 846. 874.]
31,5741.0,6418.0,"[30, 4490, 8950, 13410, 17870]",[1008. 1002. 1008. 1006. 1009.],[751. 416. 467. 406. 873.]
32,5744.0,6368.0,"[31, 4491, 8951, 13411, 17871]",[1006. 1008. 1004. 1003. 1008.],[530. 332. 929. 251. 594.]
33,5744.0,6823.0,"[32, 4492, 8952, 13412, 17872]",[1004. 1000. 1009. 1000. 1001.],[240. 769. 340. 870. 702.]
34,5746.0,6783.0,"[33, 4493, 8953, 13413, 17873]",[1005. 1006. 1004. 1007. 1002.],[248. 813. 894. 771. 931.]
35,5748.0,6490.0,"[34, 4494, 8954, 13414, 17874]",[1000. 1006. 1002. 1001. 1001.],[768.  81. 887. 357. 274.]
36,5748.0,6965.0,"[35, 4495, 8955, 13415, 17875]",[1003. 1000. 1007. 1006. 1007.],[ 31. 282. 906. 282. 244.]
37,5749.0,6944.0,"[36, 4496, 8956, 13416, 17876]",[1007. 1002. 1008. 1002. 1001.],[613. 731. 612. 642. 425.]
38,5750.0,6227.0,"[37, 4497, 8957, 13417, 17877]",[1004. 1009. 1006. 1001. 1004.],[881. 291. 118. 327. 531.]
39,5756.0,6308.0,"[38, 4498, 8958, 13418, 17878]",[1007. 1001. 1004. 1007. 1006.],[367. 659. 937. 243. 404.]
40,5758.0,6733.0,"[39, 4499, 8959, 13419, 17879]",[1000. 1001. 1003. 1003. 1003.],[712. 823. 907. 304.   2.]
41,5761.0,6440.0,"[40, 4500, 8960, 13420, 17880]",[1007. 1002. 1004. 1002. 1003.],[410. 265. 635.  91. 786.]
42,5762.0,6187.0,"[41, 4501, 8961, 13421, 17881]",[1009. 1005. 1001. 1009. 1009.],[157. 515. 226. 850.  24.]
43,5763.0,6389.0,"[42, 4502, 8962, 13422, 17882]",[1000. 1008. 1009. 1007. 1001.],[824. 921. 690. 748. 192.]
44,5774.0,6127.0,"[43, 4503, 8963, 13423, 17883]",[1000. 1000. 1009. 1007. 1007.],[242. 516. 917. 585. 249.]
45,5776.0,6319.0,"[44, 4504, 8964, 13424, 17884]",[1005. 1004. 1009. 1004. 1003.],[472. 831. 183. 821. 506.]
46,5776.0,6774.0,"[45, 4505, 8965, 13425, 17885]",[1006. 1008. 1008. 1001. 1005.],[722. 572. 166. 607. 180.]
47,5777.0,6289.0,"[46, 4506, 8966, 13426, 17886]",[1001. 1000. 1005. 1003. 1002.],[775. 292. 618. 368. 309.]
48,5779.0,6026.0,"[47, 4507, 8967, 13427, 17887]",[1006. 1009. 1008. 1008. 1002.],[371. 307. 282. 885. 903.]
49,5780.0,6916.0,"[48, 4508, 8968, 13428, 17888]",[1003. 1009. 1009. 1004. 1006.],[337. 208.  60. 819. 643.]
50,5783.0,6168.0,"[49, 4509, 8969, 13429, 17889]",[1008. 1007. 1005. 1003. 1005.],[885. 462. 736. 244.  16.]
51,5784.0,6137.0,"[50, 4510, 8970, 13430, 17890]",[1008. 1008. 1008. 1007. 1007.],[204. 219. 477.  32. 769.]
52,5788.0,6744.0,"[51, 4511, 8971, 13431, 17891]",[1008. 1001. 1005. 1005. 1008.],[594. 621. 660. 342. 666.]
53,5789.0,6249.0,"[52, 4512, 8972, 13432, 17892]",[1006. 1005. 1004. 1007. 1009.],[226. 564. 251. 979. 224.]
54,5790.0,5996.0,"[53, 4513, 8973, 13433, 17893]",[1002. 1001. 1003. 1006. 1002.],[226. 251. 787. 422. 418.]
55,5797.0,6077.0,"[54, 4514, 8974, 13434, 17894]",[1000. 1005. 1005. 1007. 1001.],[921.  60. 841. 200. 174.]
56,5799.0,6482.0,"[55, 4515, 8975, 13435, 17895]",[1006. 1009. 1009. 1008. 1000.],[537. 383. 499. 577. 134.]
57,5799.0,6957.0,"[56, 4516, 8976, 13436, 17896]",[1001. 1001. 1000. 1009. 1002.],[112. 480. 583. 471. 457.]
58,5800.0,6472.0,"[57, 4517, 8977, 13437, 17897]",[1005. 1005. 1008. 1007. 1009.],[959. 458. 849. 583. 761.]
59,5802.0,6411.0,"[58, 4518, 8978, 13438, 17898]",[1001. 1002. 1003. 1009. 1005.],[392. 546. 212.  69. 408.]
60,5804.0,6836.0,"[59, 4519, 8979, 13439, 17899]",[1006. 1008. 1001. 1006. 1003.],[709. 708. 838. 922. 229.]
61,5805.0,6350.0,"[60, 4520, 8980, 13440, 17900]",[1002. 1006. 1009. 1008. 1000.],[940. 843.  12. 912. 814.]
62,5806.0,6563.0,"[61, 4521, 8981, 13441, 17901]",[1006. 1006. 1004. 1007. 1009.],[943. 664. 158. 930.  93.]
63,5808.0,6047.0,"[62, 4522, 8982, 13442, 17902]",[1001. 1001. 1003. 1009. 1005.],[ 79. 759.  79. 822. 388.]
64,5810.0,6229.0,"[63, 4523, 8983, 13443, 17903]",[1004. 1006. 1003. 1005. 1008.],[922. 120. 710. 818. 718.]
65,5813.0,6159.0,"[64, 4524, 8984, 13444, 17904]",[1000. 1009. 1002. 1002. 1003.],[361. 316. 433. 347. 473.]
66,5817.0,6311.0,"[65, 4525, 8985, 13445, 17905]",[1003. 1009. 1006. 1005. 1000.],[947. 590. 514. 306. 450.]
67,5818.0,6988.0,"[66, 4526, 8986, 13446, 17906]",[1009. 1006. 1009. 1002. 1003.],[861. 304. 591. 477. 952.]
68,5820.0,6472.0,"[67, 4527, 8987, 13447, 17907]",[1009. 1002. 1007. 1004. 1006.],[937.  25. 280. 562. 552.]
69,5822.0,6200.0,"[68, 4528, 8988, 13448, 17908]",[1005. 1005. 1000. 1002. 1000.],[754. 223. 164. 765. 815.]
70,5822.0,6432.0,"[69, 4529, 8989, 13449, 17909]",[1000. 1001. 1009. 1002. 1009.],[872. 840. 972. 136.  67.]
71,5822.0,6877.0,"[70, 4530, 8990, 13450, 17910]",[1001. 1008. 1006. 1004. 1009.],[636. 670. 872. 413. 903.]
72,5825.0,6594.0,"[71, 4531, 8991, 13451, 17911]",[1009. 1009. 1008. 1004. 1007.],[459. 606. 393. 887. 765.]
73,5827.0,6089.0,"[72, 4532, 8992, 13452, 17912]",[1001. 1009. 1001. 1008. 1004.],[390. 143. 178.  24. 941.]
74,5829.0,6726.0,"[73, 4533, 8993, 13453, 17913]",[1005. 1001. 1003. 1000. 1000.],[141.  74. 649.  92. 512.]
75,5833.0,6392.0,"[74, 4534, 8994, 13454, 17914]",[1009. 1000. 1003. 1005. 1004.],[111. 233. 218. 194. 220.]
76,5833.0,6635.0,"[75, 4535, 8995, 13455, 17915]",[1003. 1008. 1004. 1001. 1008.],[588. 665. 849. 622. 890.]
77,5838.0,6281.0,"[76, 4536, 8996, 13456, 17916]",[1001. 1004. 1009. 1007. 1004.],[  6. 995.  86. 622. 324.]
78,5840.0,6948.0,"[77, 4537, 8997, 13457, 17917]",[1009. 1009. 1005. 1006. 1009.],[155.  19. 324. 945. 202.]
79,5841.0,6686.0,"[78, 4538, 8998, 13458, 17918]",[1008. 1001. 1008. 1000. 1008.],[723. 148. 878. 406. 219.]
80,5842.0,6665.0,"[79, 4539, 8999, 13459, 17919]",[1009. 1004. 1009. 1005. 1008.],[723. 423. 539. 110. 819.]
81,5844.0,6160.0,"[80, 4540, 9000, 13460, 17920]",[1004. 1002. 1003. 1001. 1006.],[667. 322. 342. 850. 886.]
82,5846.0,6807.0,"[81, 4541, 9001, 13461, 17921]",[1007. 1007. 1000. 1002. 1004.],[829. 787. 565.  91.  68.]
83,5847.0,6544.0,"[82, 4542, 9002, 13462, 17922]",[1004. 1003. 1007. 1000. 1007.],[487. 622. 464. 808. 853.]
84,5847.0,6999.0,"[83, 4543, 9003, 13463, 17923]",[1008. 1009. 1005. 1008. 1008.],[590. 668. 929.  58. 465.]
85,5848.0,6049.0,"[84, 4544, 9004, 13464, 17924]",[1006. 1003. 1004. 1006. 1002.],[370. 664. 819. 844. 256.]
86,5850.0,6251.0,"[85, 4545, 9005, 13465, 17925]",[1007. 1002. 1005. 1007. 1006.],[823. 414. 109. 337. 913.]
87,5851.0,6919.0,"[86, 4546, 9006, 13466, 17926]",[1002. 1004. 1009. 1006. 1000.],[173. 965. 932. 404. 346.]
88,5853.0,6413.0,"[87, 4547, 9007, 13467, 17927]",[1000. 1005. 1004. 1005. 1000.],[ 56. 880. 825. 398. 845.]
89,5855.0,6120.0,"[88, 4548, 9008, 13468, 17928]",[1005. 1004. 1005. 1000. 1000.],[977. 577.  47. 563. 177.]
90,5859.0,6272.0,"[89, 4549, 9009, 13469, 17929]",[1005. 1000. 1000. 1005. 1001.],[681.  32. 917. 861. 714.]
91,5860.0,6009.0,"[90, 4550, 9010, 13470, 17930]",[1007. 1002. 1007. 1008. 1000.],[689. 322. 394. 928. 710.]
92,5860.0,6484.0,"[91, 4551, 9011, 13471, 17931]",[1005. 1004. 1004. 1005. 1002.],[933. 534. 876. 383.  67.]
93,5861.0,6687.0,"[92, 4552, 9012, 13472, 17932]",[1002. 1007. 1008. 1006. 1004.],[809. 355. 830. 578.   7.]
94,5863.0,6869.0,"[93, 4553, 9013, 13473, 17933]",[1002. 1009. 1008. 1007. 1000.],[587. 688.  60. 600. 847.]
95,5864.0,6616.0,"[94, 4554, 9014, 13474, 17934]",[1003. 1006. 1001. 1009. 1006.],[686. 865. 691. 994. 278.]
96,5867.0,6090.0,"[95, 4555, 9015, 13475, 17935]",[1000. 1007. 1003. 1000. 1004.],[466. 170. 651. 478. 802.]
97,5867.0,7010.0,"[96, 4556, 9016, 13476, 17936]",[1004. 1002. 1000. 1009. 1001.],[356. 798. 991. 789. 270.]
98,5872.0,6909.0,"[97, 4557, 9017, 13477, 17937]",[1001. 1000. 1000. 1009. 1001.],[784.   7. 104. 193. 466.]
99,5873.0,6171.0,"[98, 4558, 9018, 13478, 17938]",[1009. 1001. 1009. 1000. 1003.],[862. 223. 579. 493. 594.]
100,5874.0,6151.0,"[99, 4559, 9019, 13479, 17939]",[1009. 1000. 1005. 1003. 1002.],[223. 552. 586. 915. 921.]
101,5876.0,6333.0,"[100, 4560, 9020, 13480, 17940]",[1006. 1001. 1006. 1000. 1006.],[541.  36. 538. 699. 770.]
102,5878.0,6768.0,"[101, 4561, 9021, 13481, 17941]",[1002. 1005. 1002. 1004. 1003.],[ 61. 800. 817. 909. 865.]
103,5879.0,6738.0,"[102, 4562, 9022, 13482, 17942]",[1001. 1006. 1009. 1006. 1007.],[416. 564. 399. 882. 618.]
104,5879.0,6970.0,"[103, 4563, 9023, 13483, 17943]",[1001. 1001. 1009. 1004. 1005.],[ 62. 314. 999. 659. 113.]
105,5884.0,6394.0,"[104, 4564, 9024, 13484, 17944]",[1002. 1009. 1006. 1006. 1002.],[205. 243. 786. 435.   1.]
106,5890.0,6253.0,"[105, 4565, 9025, 13485, 17945]",[1008. 1009. 1008. 1004. 1009.],[152. 887.  75. 253. 795.]
107,5890.0,6718.0,"[106, 4566, 9026, 13486, 17946]",[1009. 1004. 1002. 1002. 1004.],[913. 281. 526. 825. 299.]
108,5891.0,6000.0,"[107, 4567, 9027, 13487, 17947]",[1006. 1000. 1009. 1008. 1007.],[267. 328. 714. 531. 263.]
109,5892.0,6668.0,"[108, 4568, 9028, 13488, 17948]",[1003. 1000. 1008. 1003. 1009.],[249. 711. 906. 768. 267.]
110,5893.0,6880.0,"[109, 4569, 9029, 13489, 17949]",[1009. 1007. 1009. 1007. 1007.],[187. 612. 530. 901. 887.]
111,5895.0,6840.0,"[110, 4570, 9030, 13490, 17950]",[1003. 1005. 1002. 1008. 1003.],[174. 153. 818. 127. 225.]
112,5896.0,6122.0,"[111, 4571, 9031, 13491, 17951]",[1001. 1004. 1001. 1003. 1004.],[939. 542. 172. 756. 944.]
113,5897.0,6324.0,"[112, 4572, 9032, 13492, 17952]",[1004. 1006. 1005. 1002. 1003.],[519. 603. 665. 199. 908.]
114,5898.0,6304.0,"[113, 4573, 9033, 13493, 17953]",[1008. 1005. 1001. 1003. 1007.],[ 56. 471.  69. 760. 858.]
115,5900.0,6496.0,"[114, 4574, 9034, 13494, 17954]",[1008. 1004. 1007. 1001. 1001.],[381.  65. 541.  15. 908.]
116,5902.0,5971.0,"[115, 4575, 9035, 13495, 17955]",[1004. 1000. 1007. 1007. 1000.],[551. 187. 913. 671. 596.]
117,5902.0,6911.0,"[116, 4576, 9036, 13496, 17956]",[1006. 1004. 1009. 1001. 1003.],[128. 767. 336. 134. 918.]
118,5905.0,6365.0,"[117, 4577, 9037, 13497, 17957]",[1009. 1002. 1006. 1001. 1005.],[812. 699. 997. 727. 895.]
119,5905.0,6618.0,"[118, 4578, 9038, 13498, 17958]",[1008. 1002. 1007. 1003. 1009.],[753. 833. 798. 948. 541.]
120,5906.0,7042.0,"[119, 4579, 9039, 13499, 17959]",[1003. 1008. 1009. 1005. 1004.],[544. 814. 608. 416. 829.]
121,5908.0,6759.0,"[120, 4580, 9040, 13500, 17960]",[1005. 1005. 1005. 1008. 1002.],[684. 280. 880. 108. 697.]
122,5908.0,7002.0,"[121, 4581, 9041, 13501, 17961]",[1004. 1005. 1000. 1006. 1009.],[830. 340. 805. 449. 150.]
123,5909.0,6042.0,"[122, 4582, 9042, 13502, 17962]",[1009. 1000. 1009. 1001. 1007.],[725. 962.  59. 578. 423.]
124,5910.0,6264.0,"[123, 4583, 9043, 13503, 17963]",[1003. 1008. 1003. 1004. 1006.],[330. 865. 327. 261. 287.]
125,5911.0,6941.0,"[124, 4584, 9044, 13504, 17964]",[1000. 1008. 1003. 1007. 1009.],[115. 716. 709. 117. 877.]
126,5912.0,6456.0,"[125, 4585, 9045, 13505, 17965]",[1002. 1003. 1007. 1007. 1007.],[ 38. 970.  81. 786. 583.]
127,5913.0,6891.0,"[126, 4586, 9046, 13506, 17966]",[1005. 1003. 1002. 1009. 1007.],[445. 863. 830.  58. 168.]
128,5914.0,6163.0,"[127, 4587, 9047, 13507, 17967]",[1009. 1006. 1002. 1006. 1008.],[619. 336. 697. 166.  55.]
129,5917.0,6568.0,"[128, 4588, 9048, 13508, 17968]",[1000. 1001. 1003. 1009. 1007.],[648. 421.  87. 109. 276.]
130,5920.0,6022.0,"[129, 4589, 9049, 13509, 17969]",[1005. 1006. 1004. 1001. 1005.],[896. 742. 952. 486. 798.]
131,5928.0,6083.0,"[130, 4590, 9050, 13510, 17970]",[1006. 1003. 1005. 1003. 1009.],[658.  14. 363. 668. 727.]
132,5932.0,6225.0,"[131, 4591, 9051, 13511, 17971]",[1005. 1000. 1005. 1002. 1002.],[306. 488. 890. 668. 750.]
133,5939.0,6983.0,"[132, 4592, 9052, 13512, 17972]",[1008. 1005. 1006. 1006. 1005.],[806. 803. 254. 913. 114.]
134,5940.0,6275.0,"[133, 4593, 9053, 13513, 17973]",[1002. 1000. 1003. 1001. 1008.],[800.  82. 620. 596. 615.]
135,5940.0,6953.0,"[134, 4594, 9054, 13514, 17974]",[1002. 1006. 1001. 1003. 1000.],[612. 910. 581. 780. 877.]
136,5941.0,6245.0,"[135, 4595, 9055, 13515, 17975]",[1000. 1008. 1001. 1003. 1003.],[354. 202. 110. 443. 517.]
137,5944.0,6185.0,"[136, 4596, 9056, 13516, 17976]",[1008. 1004. 1004. 1004. 1007.],[300. 948. 300.  51. 670.]
138,5945.0,5922.0,"[137, 4597, 9057, 13517, 17977]",[1008. 1001. 1005. 1002. 1004.],[174. 179. 423. 901. 384.]
139,5945.0,6144.0,"[138, 4598, 9058, 13518, 17978]",[1002. 1005. 1001. 1002. 1001.],[751.  48. 326. 791. 614.]
140,5946.0,6367.0,"[139, 4599, 9059, 13519, 17979]",[1001. 1000. 1008. 1005. 1008.],[126. 975. 815. 473. 152.]
141,5947.0,7034.0,"[140, 4600, 9060, 13520, 17980]",[1001. 1001. 1008. 1009. 1006.],[603. 910. 204. 805. 144.]
142,5949.0,6296.0,"[141, 4601, 9061, 13521, 17981]",[1000. 1008. 1008. 1000. 1007.],[665. 136. 822. 107. 371.]
143,5949.0,6529.0,"[142, 4602, 9062, 13522, 17982]",[1006. 1002. 1006. 1007. 1007.],[209. 216. 109. 765. 215.]
144,5953.0,6195.0,"[143, 4603, 9063, 13523, 17983]",[1000. 1005. 1008. 1002. 1003.],[308. 259. 902. 623. 229.]
145,5956.0,6832.0,"[144, 4604, 9064, 13524, 17984]",[1009. 1005. 1001. 1001. 1008.],[308. 216.  78. 738.  19.]
146,5957.0,6114.0,"[145, 4605, 9065, 13525, 17985]",[1009. 1006. 1006. 1002. 1003.],[677. 929. 103. 581. 907.]
147,5959.0,6064.0,"[146, 4606, 9066, 13526, 17986]",[1005. 1003. 1009. 1006. 1002.],[863.  19. 271. 126. 511.]
148,5961.0,6479.0,"[147, 4607, 9067, 13527, 17987]",[1001. 1007. 1005. 1004. 1008.],[292. 683. 759. 293. 156.]
149,5961.0,6944.0,"[148, 4608, 9068, 13528, 17988]",[1007. 1006. 1003. 1004. 1003.],[444. 238.  10. 986.  82.]
150,5962.0,6923.0,"[149, 4609, 9069, 13529, 17989]",[1000. 1009. 1000. 1005. 1001.],[295. 570. 243. 559. 756.]
151,5963.0,6438.0,"[150, 4610, 9070, 13530, 17990]",[1000. 1005. 1001. 1004. 1002.],[ 413.  312.  880.  207. 1000.]
152,5963.0,6671.0,"[151, 4611, 9071, 13531, 17991]",[1007. 1002. 1001. 1002. 1003.],[ 72. 249. 191. 487. 973.]
153,5964.0,6418.0,"[152, 4612, 9072, 13532, 17992]",[1003. 1002. 1006. 1003. 1000.],[321. 156. 682. 364. 540.]
154,5964.0,6651.0,"[153, 4613, 9073, 13533, 17993]",[1003. 1002. 1005. 1000. 1005.],[981. 719. 878. 796. 901.]
155,5965.0,7095.0,"[154, 4614, 9074, 13534, 17994]",[1004. 1002. 1009. 1006. 1000.],[797. 577. 633. 452.   4.]
156,5966.0,6610.0,"[155, 4615, 9075, 13535, 17995]",[1008. 1000. 1006. 1009. 1008.],[507. 789. 263. 308. 743.]
157,5968.0,7025.0,"[156, 4616, 9076, 13536, 17996]",[1001. 1009. 1004. 1001. 1009.],[715. 816. 170.  99. 601.]
158,5973.0,6894.0,"[157, 4617, 9077, 13537, 17997]",[1007. 1005. 1005. 1002. 1006.],[512. 880. 460. 430. 102.]
159,5975.0,6388.0,"[158, 4618, 9078, 13538, 17998]",[1004. 1004. 1003. 1004. 1002.],[892. 745. 514. 117. 474.]
160,5975.0,6398.0,"[159, 4619, 9079, 13539, 17999]",[1004. 1002. 1001. 1007. 1006.],[ 76. 755. 648. 259.  93.]
161,5977.0,5873.0,"[160, 4620, 9080, 13540, 18000]",[1008. 1007. 1004. 1007. 1002.],[ 22. 985. 217.  83. 556.]
162,5977.0,6803.0,"[161, 4621, 9081, 13541, 18001]",[1003. 1005. 1006. 1009. 1004.],[643. 236. 108.   9. 164.]
163,5978.0,6783.0,"[162, 4622, 9082, 13542, 18002]",[1004. 1008. 1005. 1009. 1009.],[866.  20. 526. 266. 840.]
164,5980.0,6742.0,"[163, 4623, 9083, 13543, 18003]",[1004. 1008. 1007. 1009. 1006.],[ 74. 857.  46. 734. 960.]
165,5981.0,6712.0,"[164, 4624, 9084, 13544, 18004]",[1005. 1008. 1002. 1007. 1004.],[508. 268.  87. 834. 457.]
166,5981.0,6945.0,"[165, 4625, 9085, 13545, 18005]",[1000. 1000. 1009. 1006. 1004.],[243. 159. 990. 693. 634.]
167,5982.0,6004.0,"[166, 4626, 9086, 13546, 18006]",[1006. 1008. 1000. 1006. 1002.],[776. 316. 843. 329. 744.]
168,5984.0,5964.0,"[167, 4627, 9087, 13547, 18007]",[1008. 1002. 1008. 1007. 1007.],[326. 991.  86. 120. 418.]
169,5984.0,7117.0,"[168, 4628, 9088, 13548, 18008]",[1005. 1006. 1002. 1006. 1009.],[694. 123. 407. 281. 414.]
170,5986.0,6844.0,"[169, 4629, 9089, 13549, 18009]",[1008. 1006. 1000. 1003. 1001.],[662. 989. 206. 299. 944.]
171,5986.0,7076.0,"[170, 4630, 9090, 13550, 18010]",[1008. 1005. 1005. 1003. 1002.],[ 17. 112. 609. 149. 581.]
172,5989.0,5833.0,"[171, 4631, 9091, 13551, 18011]",[1007. 1000. 1009. 1008. 1007.],[654. 462. 905. 968. 486.]
173,5990.0,6975.0,"[172, 4632, 9092, 13552, 18012]",[1006. 1001. 1007. 1005. 1007.],[129. 398. 372. 859.  35.]
174,5991.0,6247.0,"[173, 4633, 9093, 13553, 18013]",[1000. 1009. 1009. 1007. 1003.],[662. 422. 472. 165. 533.]
175,5997.0,5884.0,"[174, 4634, 9094, 13554, 18014]",[1007. 1000. 1000. 1009. 1008.],[123. 820. 832. 829. 748.]
176,5997.0,7036.0,"[175, 4635, 9095, 13555, 18015]",[1008. 1002. 1006. 1000. 1007.],[182.  28. 585. 638. 251.]
177,5998.0,6096.0,"[176, 4636, 9096, 13556, 18016]",[1002. 1002. 1002. 1009. 1001.],[554. 204. 637. 858. 427.]
178,6004.0,5965.0,"[177, 4637, 9097, 13557, 18017]",[1002. 1004. 1006. 1005. 1001.],[421. 170. 788. 703. 958.]
179,6009.0,6996.0,"[178, 4638, 9098, 13558, 18018]",[1009. 1000. 1008. 1004. 1009.],[685. 501. 700. 949. 334.]
180,6010.0,6289.0,"[179, 4639, 9099, 13559, 18019]",[1009. 1007. 1006. 1009. 1004.],[470. 604. 577. 859. 928.]
181,6011.0,6723.0,"[180, 4640, 9100, 13560, 18020]",[1006. 1002. 1005. 1002. 1008.],[ 77. 776. 890. 783. 827.]
182,6012.0,6926.0,"[181, 4641, 9101, 13561, 18021]",[1001. 1001. 1002. 1000. 1004.],[264. 868. 241. 922. 759.]
183,6015.0,6178.0,"[182, 4642, 9102, 13562, 18022]",[1006. 1000. 1006. 1008. 1006.],[624. 908. 306. 318. 690.]
184,6016.0,6147.0,"[183, 4643, 9103, 13563, 18023]",[1004. 1004. 1008. 1000. 1003.],[961. 320. 383. 770. 727.]
185,6017.0,6360.0,"[184, 4644, 9104, 13564, 18024]",[1001. 1005. 1008. 1004. 1001.],[ 55. 302. 902. 152. 880.]
186,6019.0,5854.0,"[185, 4645, 9105, 13565, 18025]",[1001. 1008. 1007. 1007. 1007.],[254.   1. 395. 541. 174.]
187,6019.0,6552.0,"[186, 4646, 9106, 13566, 18026]",[1009. 1000. 1005. 1009. 1002.],[880. 360. 586. 629. 572.]
188,6019.0,7007.0,"[187, 4647, 9107, 13567, 18027]",[1009. 1002. 1004. 1000. 1009.],[921. 992. 939. 955. 219.]
189,6020.0,6977.0,"[188, 4648, 9108, 13568, 18028]",[1009. 1006. 1003. 1000. 1004.],[809. 108.  29.  89. 227.]
190,6023.0,6906.0,"[189, 4649, 9109, 13569, 18029]",[1007. 1007. 1003. 1002. 1009.],[680. 439. 126. 516. 924.]
191,6024.0,6663.0,"[190, 4650, 9110, 13570, 18030]",[1008. 1003. 1000. 1005. 1001.],[554. 590. 308. 683. 627.]
192,6025.0,5935.0,"[191, 4651, 9111, 13571, 18031]",[1006. 1005. 1007. 1008. 1005.],[ 62. 594. 895. 828. 419.]
193,6026.0,6603.0,"[192, 4652, 9112, 13572, 18032]",[1001. 1008. 1005. 1001. 1004.],[573. 148. 229.  70. 437.]
194,6028.0,6107.0,"[193, 4653, 9113, 13573, 18033]",[1003. 1000. 1009. 1008. 1009.],[568.  48.  82. 867. 709.]
195,6029.0,6785.0,"[194, 4654, 9114, 13574, 18034]",[1004. 1000. 1005. 1009. 1005.],[ 37. 730.  21.  41. 708.]
