city,X,Y,items,weights,profit
15,5698.0,6952.0,"[14, 4474, 8934, 13394, 17854, 22314, 26774, 31234, 35694, 40154]",[123. 407. 454. 549. 278. 473. 971. 217. 628. 333.],[331. 318. 589. 192. 681. 938. 368. 371. 781. 455.]
16,5701.0,6184.0,"[15, 4475, 8935, 13395, 17855, 22315, 26775, 31235, 35695, 40155]",[356. 589. 713. 672.  75. 165. 253. 697. 498. 853.],[361.  96. 608. 421. 555. 769. 344. 185. 291. 291.]
17,5701.0,6407.0,"[16, 4476, 8936, 13396, 17856, 22316, 26776, 31236, 35696, 40156]",[305. 627. 188. 441. 136. 772. 927. 741.  78. 427.],[798. 576.  44. 412. 356. 978. 448. 422. 481. 631.]
18,5712.0,6154.0,"[17, 4477, 8937, 13397, 17857, 22317, 26777, 31237, 35697, 40157]",[ 47.  55. 734.  60. 183. 756. 702.  60. 534. 998.],[427. 949. 777. 221. 448.   5. 654. 930. 184. 594.]
19,5716.0,6296.0,"[18, 4478, 8938, 13398, 17858, 22318, 26778, 31238, 35698, 40158]",[645. 455. 903. 160. 889. 865. 707. 811.  69.  35.],[439. 263. 165. 201.  96. 268. 368. 370. 840. 988.]
20,5720.0,6438.0,"[19, 4479, 8939, 13399, 17859, 22319, 26779, 31239, 35699, 40159]",[139. 518. 221. 171. 448. 287. 113. 245. 987. 875.],[ 91. 574. 296.  18. 246. 105. 169. 472.  72. 685.]
21,5722.0,6397.0,"[20, 4480, 8940, 13400, 17860, 22320, 26780, 31240, 35700, 40160]",[247. 329. 858. 748. 294. 325. 794. 378. 535. 179.],[650. 871.  18. 899. 547. 592. 742. 719. 117. 171.]
22,5722.0,6873.0,"[21, 4481, 8941, 13401, 17861, 22321, 26781, 31241, 35701, 40161]",[211. 244. 393. 214. 754. 781. 330. 557. 156.  25.],[ 10. 181.  97. 664. 440. 506. 214. 457. 393. 620.]
23,5730.0,6458.0,"[22, 4482, 8942, 13402, 17862, 22322, 26782, 31242, 35702, 40162]",[100. 215. 637. 448. 459. 876. 835. 451. 119. 317.],[838.  25. 104. 110. 217. 663. 858. 149.  68. 321.]
24,5731.0,6893.0,"[23, 4483, 8943, 13403, 17863, 22323, 26783, 31243, 35703, 40163]",[627. 754. 414. 840. 583. 162. 843.  52.  52. 282.],[725. 915. 191. 311. 877. 299.  70. 868. 950. 662.]
25,5736.0,6317.0,"[24, 4484, 8944, 13404, 17864, 22324, 26784, 31244, 35704, 40164]",[760. 205. 850. 537. 756.  73. 870.  68. 175. 420.],[843. 710. 651. 635. 339. 671. 491. 276. 692. 644.]
26,5737.0,6064.0,"[25, 4485, 8945, 13405, 17865, 22325, 26785, 31245, 35705, 40165]",[776. 763. 871. 896. 139. 156. 382. 562. 341. 693.],[137. 175. 852. 459. 896. 432.  91. 379. 787.  49.]
27,5738.0,6034.0,"[26, 4486, 8946, 13406, 17866, 22326, 26786, 31246, 35706, 40166]",[475. 905. 361. 898. 974. 434.  50. 624. 740. 980.],[977. 908. 114. 732. 501. 737. 889. 550. 466. 755.]
28,5738.0,6267.0,"[27, 4487, 8947, 13407, 17867, 22327, 26787, 31247, 35707, 40167]",[937. 939. 436. 749. 323.  90. 473. 475. 531. 398.],[718. 435. 703. 871. 977. 518. 425. 222. 437. 309.]
29,5740.0,5984.0,"[28, 4488, 8948, 13408, 17868, 22328, 26788, 31248, 35708, 40168]",[101. 893. 680. 888. 907.  22. 429. 504. 150. 388.],[ 99. 899. 373. 518. 396. 896. 594. 920.  56. 233.]
30,5741.0,6206.0,"[29, 4489, 8949, 13409, 17869, 22329, 26789, 31249, 35709, 40169]",[281. 315. 143. 846. 874.  96. 687. 358. 601. 402.],[609. 375. 792. 995. 321. 319. 785. 673. 974. 238.]
31,5741.0,6418.0,"[30, 4490, 8950, 13410, 17870, 22330, 26790, 31250, 35710, 40170]",[751. 416. 467. 406. 873. 182. 105.  96.  19. 267.],[819. 633. 939. 207. 230.   4. 774. 771. 308. 741.]
32,5744.0,6368.0,"[31, 4491, 8951, 13411, 17871, 22331, 26791, 31251, 35711, 40171]",[530. 332. 929. 251. 594. 401. 567. 202. 557. 202.],[ 97. 519. 175. 804. 979. 841.  72. 827. 454. 944.]
33,5744.0,6823.0,"[32, 4492, 8952, 13412, 17872, 22332, 26792, 31252, 35712, 40172]",[240. 769. 340. 870. 702. 526. 104. 368. 783. 580.],[975. 601. 240. 501. 612. 172. 229. 153. 517. 109.]
34,5746.0,6783.0,"[33, 4493, 8953, 13413, 17873, 22333, 26793, 31253, 35713, 40173]",[248. 813. 894. 771. 931. 906. 731.  54. 313.  97.],[226. 407. 675. 138.  13. 446. 519. 671. 534. 373.]
35,5748.0,6490.0,"[34, 4494, 8954, 13414, 17874, 22334, 26794, 31254, 35714, 40174]",[768.  81. 887. 357. 274. 415. 252. 613. 881. 440.],[241. 907.  43. 662. 202. 523. 433. 995. 696. 841.]
36,5748.0,6965.0,"[35, 4495, 8955, 13415, 17875, 22335, 26795, 31255, 35715, 40175]",[ 31. 282. 906. 282. 244. 583. 616. 963. 945. 635.],[584. 791. 678. 157. 278. 878. 660. 672. 142. 834.]
37,5749.0,6944.0,"[36, 4496, 8956, 13416, 17876, 22336, 26796, 31256, 35716, 40176]",[613. 731. 612. 642. 425. 322. 268. 924.  61. 823.],[348. 293. 949. 533. 552. 977. 806. 176. 592. 588.]
38,5750.0,6227.0,"[37, 4497, 8957, 13417, 17877, 22337, 26797, 31257, 35717, 40177]",[881. 291. 118. 327. 531. 908. 468. 671.  61. 844.],[475. 610. 397. 912. 785. 176. 845. 750. 967. 480.]
39,5756.0,6308.0,"[38, 4498, 8958, 13418, 17878, 22338, 26798, 31258, 35718, 40178]",[367. 659. 937. 243. 404.  18. 831. 770. 162. 154.],[178.  62. 365. 978. 297. 897. 885. 351. 972. 284.]
40,5758.0,6733.0,"[39, 4499, 8959, 13419, 17879, 22339, 26799, 31259, 35719, 40179]",[712. 823. 907. 304.   2. 402. 337. 537. 338.  50.],[641. 432. 294. 944. 944. 128. 437. 637.   2. 174.]
41,5761.0,6440.0,"[40, 4500, 8960, 13420, 17880, 22340, 26800, 31260, 35720, 40180]",[410. 265. 635.  91. 786. 191. 150. 187. 159. 599.],[898. 763. 465. 563.  24. 523. 968. 957. 851.  75.]
42,5762.0,6187.0,"[41, 4501, 8961, 13421, 17881, 22341, 26801, 31261, 35721, 40181]",[157. 515. 226. 850.  24. 844. 884. 261. 505. 544.],[250. 956. 282. 310. 780. 962. 214. 668. 206. 155.]
43,5763.0,6389.0,"[42, 4502, 8962, 13422, 17882, 22342, 26802, 31262, 35722, 40182]",[824. 921. 690. 748. 192. 467. 522. 493. 575. 770.],[391. 419. 640. 998. 122. 728.  56. 106. 810. 630.]
44,5774.0,6127.0,"[43, 4503, 8963, 13423, 17883, 22343, 26803, 31263, 35723, 40183]",[242. 516. 917. 585. 249. 629. 282. 499. 755. 855.],[101. 551. 810. 688. 928. 156. 718. 915. 641. 785.]
45,5776.0,6319.0,"[44, 4504, 8964, 13424, 17884, 22344, 26804, 31264, 35724, 40184]",[472. 831. 183. 821. 506. 226. 650.  56. 981.   5.],[636.  45. 930. 305. 614.  67. 178. 678. 438. 691.]
46,5776.0,6774.0,"[45, 4505, 8965, 13425, 17885, 22345, 26805, 31265, 35725, 40185]",[722. 572. 166. 607. 180. 119. 512. 928. 679. 755.],[ 87. 939. 189. 422. 926. 610. 639. 557. 214. 933.]
47,5777.0,6289.0,"[46, 4506, 8966, 13426, 17886, 22346, 26806, 31266, 35726, 40186]",[775. 292. 618. 368. 309. 827. 150. 980.   6. 340.],[652. 961. 376. 464. 153. 503. 304. 881. 469. 519.]
48,5779.0,6026.0,"[47, 4507, 8967, 13427, 17887, 22347, 26807, 31267, 35727, 40187]",[371. 307. 282. 885. 903. 642. 166. 944. 746.  16.],[867. 740. 839. 159. 473. 187. 462. 197.  45. 883.]
49,5780.0,6916.0,"[48, 4508, 8968, 13428, 17888, 22348, 26808, 31268, 35728, 40188]",[337. 208.  60. 819. 643. 629. 925. 839. 298. 447.],[ 54.  60.  40. 405. 447. 451. 715. 712.  31. 477.]
50,5783.0,6168.0,"[49, 4509, 8969, 13429, 17889, 22349, 26809, 31269, 35729, 40189]",[885. 462. 736. 244.  16. 960. 527. 637. 954. 104.],[509. 168. 166. 884. 346. 793. 566. 781. 440. 183.]
51,5784.0,6137.0,"[50, 4510, 8970, 13430, 17890, 22350, 26810, 31270, 35730, 40190]",[204. 219. 477.  32. 769. 248. 223.  34.  38.  93.],[989.  29. 969. 558. 508. 467. 654. 716. 882. 923.]
52,5788.0,6744.0,"[51, 4511, 8971, 13431, 17891, 22351, 26811, 31271, 35731, 40191]",[594. 621. 660. 342. 666. 929. 999. 601. 911. 714.],[129. 312. 846. 636. 549. 110. 229. 458. 417. 622.]
53,5789.0,6249.0,"[52, 4512, 8972, 13432, 17892, 22352, 26812, 31272, 35732, 40192]",[226. 564. 251. 979. 224. 506. 664. 334. 378. 825.],[597. 876. 165. 928. 240. 232. 230. 188. 123. 262.]
54,5790.0,5996.0,"[53, 4513, 8973, 13433, 17893, 22353, 26813, 31273, 35733, 40193]",[226. 251. 787. 422. 418. 680. 850. 653. 486. 767.],[513. 982.  44. 847. 843.  89. 899. 747. 801. 411.]
55,5797.0,6077.0,"[54, 4514, 8974, 13434, 17894, 22354, 26814, 31274, 35734, 40194]",[921.  60. 841. 200. 174. 330. 874. 840. 250. 220.],[201. 186. 196. 258. 352. 375. 310. 194. 336. 614.]
56,5799.0,6482.0,"[55, 4515, 8975, 13435, 17895, 22355, 26815, 31275, 35735, 40195]",[537. 383. 499. 577. 134. 641.  77. 116. 492. 260.],[227. 630. 240. 439. 891. 680. 746. 497. 947. 381.]
57,5799.0,6957.0,"[56, 4516, 8976, 13436, 17896, 22356, 26816, 31276, 35736, 40196]",[112. 480. 583. 471. 457. 300. 957. 935. 363. 855.],[ 82. 812. 141. 420. 633. 438.  24. 355. 562. 821.]
58,5800.0,6472.0,"[57, 4517, 8977, 13437, 17897, 22357, 26817, 31277, 35737, 40197]",[959. 458. 849. 583. 761. 453. 715. 495. 499. 135.],[296. 226. 219. 168. 610. 960. 161.  48. 775. 341.]
59,5802.0,6411.0,"[58, 4518, 8978, 13438, 17898, 22358, 26818, 31278, 35738, 40198]",[392. 546. 212.  69. 408. 961. 174. 806. 491. 818.],[802. 873. 584. 830. 856.  51. 261.  64. 200.  40.]
60,5804.0,6836.0,"[59, 4519, 8979, 13439, 17899, 22359, 26819, 31279, 35739, 40199]",[709. 708. 838. 922. 229. 476. 958. 765. 188. 657.],[537. 469. 472. 367. 434.  39. 955. 282. 339. 110.]
61,5805.0,6350.0,"[60, 4520, 8980, 13440, 17900, 22360, 26820, 31280, 35740, 40200]",[940. 843.  12. 912. 814. 410. 337.  50. 845. 198.],[943.  27. 590. 909. 501. 911. 884. 610. 366. 696.]
62,5806.0,6563.0,"[61, 4521, 8981, 13441, 17901, 22361, 26821, 31281, 35741, 40201]",[943. 664. 158. 930.  93. 613. 816. 622. 793. 959.],[997. 737. 615.   8. 110. 867. 941. 989. 372. 989.]
63,5808.0,6047.0,"[62, 4522, 8982, 13442, 17902, 22362, 26822, 31282, 35742, 40202]",[ 79. 759.  79. 822. 388. 562. 804. 689. 864. 460.],[ 642.  242.  274. 1000.  406.   96.  729.  618.  276.  698.]
64,5810.0,6229.0,"[63, 4523, 8983, 13443, 17903, 22363, 26823, 31283, 35743, 40203]",[922. 120. 710. 818. 718. 693. 628. 108. 821. 748.],[205. 507. 724. 666. 499. 939. 381. 459.  42. 968.]
65,5813.0,6159.0,"[64, 4524, 8984, 13444, 17904, 22364, 26824, 31284, 35744, 40204]",[361. 316. 433. 347. 473. 134.  90. 333. 404. 216.],[551. 860. 553. 513. 304. 324. 229. 695. 211.  98.]
66,5817.0,6311.0,"[65, 4525, 8985, 13445, 17905, 22365, 26825, 31285, 35745, 40205]",[947. 590. 514. 306. 450. 401. 294.   7. 635. 686.],[904. 780. 407. 446. 121. 539. 246. 376.   1. 771.]
67,5818.0,6988.0,"[66, 4526, 8986, 13446, 17906, 22366, 26826, 31286, 35746, 40206]",[861. 304. 591. 477. 952. 113. 889. 236. 456. 741.],[400. 177. 940. 223. 304. 177. 636. 512. 851. 111.]
68,5820.0,6472.0,"[67, 4527, 8987, 13447, 17907, 22367, 26827, 31287, 35747, 40207]",[937.  25. 280. 562. 552. 554. 940. 115.  56. 683.],[250. 203. 468.  85. 457. 997. 895. 337. 644. 357.]
69,5822.0,6200.0,"[68, 4528, 8988, 13448, 17908, 22368, 26828, 31288, 35748, 40208]",[754. 223. 164. 765. 815. 888. 977. 701. 170. 998.],[586. 826. 391. 383.  71. 545. 164. 361. 224. 287.]
70,5822.0,6432.0,"[69, 4529, 8989, 13449, 17909, 22369, 26829, 31289, 35749, 40209]",[872. 840. 972. 136.  67.  29. 536. 177. 782. 336.],[631. 902. 970.  63. 210. 995. 563. 167. 884. 289.]
71,5822.0,6877.0,"[70, 4530, 8990, 13450, 17910, 22370, 26830, 31290, 35750, 40210]",[636. 670. 872. 413. 903. 158.  25. 729. 716. 479.],[752. 689. 577. 355. 700. 579. 489.  90. 747. 827.]
72,5825.0,6594.0,"[71, 4531, 8991, 13451, 17911, 22371, 26831, 31291, 35751, 40211]",[459. 606. 393. 887. 765. 707. 667.  47. 309. 261.],[510. 120. 649. 695. 428. 337. 227. 570. 702. 384.]
73,5827.0,6089.0,"[72, 4532, 8992, 13452, 17912, 22372, 26832, 31292, 35752, 40212]",[390. 143. 178.  24. 941. 437. 895. 172. 127. 462.],[542. 180. 452. 259. 755. 525.  61. 467.  13. 670.]
74,5829.0,6726.0,"[73, 4533, 8993, 13453, 17913, 22373, 26833, 31293, 35753, 40213]",[141.  74. 649.  92. 512. 332. 535. 316. 760. 561.],[576. 812. 124. 211. 781. 166. 568. 418. 554.  68.]
75,5833.0,6392.0,"[74, 4534, 8994, 13454, 17914, 22374, 26834, 31294, 35754, 40214]",[111. 233. 218. 194. 220. 538. 787. 255. 919. 192.],[550. 851. 134. 176. 635. 485. 389. 180. 422. 919.]
76,5833.0,6635.0,"[75, 4535, 8995, 13455, 17915, 22375, 26835, 31295, 35755, 40215]",[588. 665. 849. 622. 890. 483. 529. 268. 642. 262.],[504. 479. 375. 602. 409. 820. 429. 377. 751. 192.]
77,5838.0,6281.0,"[76, 4536, 8996, 13456, 17916, 22376, 26836, 31296, 35756, 40216]",[  6. 995.  86. 622. 324. 395.  33. 907. 915. 580.],[702. 505. 790. 608. 285. 719. 815. 392. 515. 582.]
78,5840.0,6948.0,"[77, 4537, 8997, 13457, 17917, 22377, 26837, 31297, 35757, 40217]",[155.  19. 324. 945. 202. 541. 393. 972. 307. 673.],[ 20. 500. 706. 367. 380. 437. 832. 421. 412. 155.]
79,5841.0,6686.0,"[78, 4538, 8998, 13458, 17918, 22378, 26838, 31298, 35758, 40218]",[723. 148. 878. 406. 219. 760. 505. 883.  71. 206.],[179. 872. 339. 771.  49. 248. 239. 682. 309. 314.]
80,5842.0,6665.0,"[79, 4539, 8999, 13459, 17919, 22379, 26839, 31299, 35759, 40219]",[723. 423. 539. 110. 819. 564. 183. 411. 923. 440.],[770.  25.  50. 986. 819. 997. 513.  65.  10. 683.]
81,5844.0,6160.0,"[80, 4540, 9000, 13460, 17920, 22380, 26840, 31300, 35760, 40220]",[667. 322. 342. 850. 886. 980. 533. 574. 696.  58.],[ 95.  53. 534. 892. 427. 314. 736. 904. 174. 256.]
82,5846.0,6807.0,"[81, 4541, 9001, 13461, 17921, 22381, 26841, 31301, 35761, 40221]",[829. 787. 565.  91.  68. 131.  76. 974. 881. 864.],[598. 798. 601. 533. 105. 415. 387. 795. 534. 214.]
83,5847.0,6544.0,"[82, 4542, 9002, 13462, 17922, 22382, 26842, 31302, 35762, 40222]",[487. 622. 464. 808. 853. 286. 254. 968. 267. 694.],[885. 834. 728. 571. 578. 920. 159. 492. 383. 729.]
84,5847.0,6999.0,"[83, 4543, 9003, 13463, 17923, 22383, 26843, 31303, 35763, 40223]",[590. 668. 929.  58. 465. 101. 530. 238. 728. 842.],[239. 190. 956. 779. 749. 695. 872. 992. 546. 595.]
85,5848.0,6049.0,"[84, 4544, 9004, 13464, 17924, 22384, 26844, 31304, 35764, 40224]",[370. 664. 819. 844. 256. 320. 787. 229. 178. 562.],[ 37. 114. 805. 127. 393. 409. 236. 970. 477. 971.]
86,5850.0,6251.0,"[85, 4545, 9005, 13465, 17925, 22385, 26845, 31305, 35765, 40225]",[823. 414. 109. 337. 913. 134. 537. 831. 575. 689.],[898. 253. 266. 428. 177. 743. 610. 580. 683. 695.]
87,5851.0,6919.0,"[86, 4546, 9006, 13466, 17926, 22386, 26846, 31306, 35766, 40226]",[173. 965. 932. 404. 346. 635.  72.  41.  36. 982.],[923.  95. 800.  97. 591. 177. 490.  19. 563.  31.]
88,5853.0,6413.0,"[87, 4547, 9007, 13467, 17927, 22387, 26847, 31307, 35767, 40227]",[ 56. 880. 825. 398. 845. 685. 119. 696. 107. 314.],[261. 306. 965. 286. 301. 909. 707. 894. 549. 388.]
89,5855.0,6120.0,"[88, 4548, 9008, 13468, 17928, 22388, 26848, 31308, 35768, 40228]",[977. 577.  47. 563. 177. 365. 679.  79. 904. 984.],[786. 775. 696. 131. 841. 123. 390. 399. 280. 826.]
90,5859.0,6272.0,"[89, 4549, 9009, 13469, 17929, 22389, 26849, 31309, 35769, 40229]",[681.  32. 917. 861. 714. 772. 363. 202.  60. 344.],[ 46. 791. 881. 246. 682. 282. 253. 687.  90.  52.]
91,5860.0,6009.0,"[90, 4550, 9010, 13470, 17930, 22390, 26850, 31310, 35770, 40230]",[689. 322. 394. 928. 710.  64. 629. 963. 910. 960.],[438. 173. 888. 159. 911. 323. 700. 218. 496. 597.]
92,5860.0,6484.0,"[91, 4551, 9011, 13471, 17931, 22391, 26851, 31311, 35771, 40231]",[933. 534. 876. 383.  67. 870. 135. 686. 657. 116.],[116. 395. 225. 636. 723. 653. 494. 115. 778. 507.]
93,5861.0,6687.0,"[92, 4552, 9012, 13472, 17932, 22392, 26852, 31312, 35772, 40232]",[809. 355. 830. 578.   7. 688. 923. 526. 170. 226.],[503. 748. 509. 357. 555. 767. 732. 421. 889. 327.]
94,5863.0,6869.0,"[93, 4553, 9013, 13473, 17933, 22393, 26853, 31313, 35773, 40233]",[587. 688.  60. 600. 847. 364. 463. 608. 184. 102.],[603. 520. 729. 148. 541. 589. 604.  48. 635. 866.]
95,5864.0,6616.0,"[94, 4554, 9014, 13474, 17934, 22394, 26854, 31314, 35774, 40234]",[686. 865. 691. 994. 278. 441. 871. 382. 750. 280.],[194. 847. 552. 740. 957. 190. 676. 517. 772.  27.]
96,5867.0,6090.0,"[95, 4555, 9015, 13475, 17935, 22395, 26855, 31315, 35775, 40235]",[466. 170. 651. 478. 802. 628. 354. 746. 950. 210.],[341. 568. 294. 881. 935. 374. 702. 315. 866. 960.]
97,5867.0,7010.0,"[96, 4556, 9016, 13476, 17936, 22396, 26856, 31316, 35776, 40236]",[356. 798. 991. 789. 270. 355.  31.  47. 946. 313.],[545. 443. 371. 370. 572. 193. 255. 377. 723. 188.]
98,5872.0,6909.0,"[97, 4557, 9017, 13477, 17937, 22397, 26857, 31317, 35777, 40237]",[784.   7. 104. 193. 466. 119. 644.  46. 495. 369.],[ 52. 851. 161. 740. 252. 306. 179. 771. 722. 907.]
99,5873.0,6171.0,"[98, 4558, 9018, 13478, 17938, 22398, 26858, 31318, 35778, 40238]",[862. 223. 579. 493. 594. 579. 298. 274. 171. 922.],[810. 662. 760. 871. 864. 390. 675. 676. 850. 820.]
100,5874.0,6151.0,"[99, 4559, 9019, 13479, 17939, 22399, 26859, 31319, 35779, 40239]",[223. 552. 586. 915. 921. 110.  93. 540. 195. 259.],[260. 571. 866. 234. 213. 969. 403. 165. 273. 652.]
101,5876.0,6333.0,"[100, 4560, 9020, 13480, 17940, 22400, 26860, 31320, 35780, 40240]",[541.  36. 538. 699. 770.  23. 323. 249. 677. 392.],[197. 272. 717.  51. 667. 403. 728. 547. 406. 492.]
102,5878.0,6768.0,"[101, 4561, 9021, 13481, 17941, 22401, 26861, 31321, 35781, 40241]",[ 61. 800. 817. 909. 865.  32. 138. 700. 302. 422.],[213. 176. 313. 515. 764. 539. 491. 566. 763. 849.]
103,5879.0,6738.0,"[102, 4562, 9022, 13482, 17942, 22402, 26862, 31322, 35782, 40242]",[416. 564. 399. 882. 618. 637. 658. 620. 686. 655.],[462. 287. 100. 527. 638. 215. 300. 409. 466. 414.]
104,5879.0,6970.0,"[103, 4563, 9023, 13483, 17943, 22403, 26863, 31323, 35783, 40243]",[ 62. 314. 999. 659. 113. 825. 998. 465. 714. 142.],[ 62. 552. 760. 295. 316. 682. 654.  95. 213. 675.]
105,5884.0,6394.0,"[104, 4564, 9024, 13484, 17944, 22404, 26864, 31324, 35784, 40244]",[205. 243. 786. 435.   1. 472. 921. 691. 665. 545.],[203.  50. 567.  57. 223. 476. 140. 613. 552. 582.]
106,5890.0,6253.0,"[105, 4565, 9025, 13485, 17945, 22405, 26865, 31325, 35785, 40245]",[152. 887.  75. 253. 795. 330. 684. 451. 810. 257.],[269.  30. 789. 195. 180. 613. 199. 338. 451. 264.]
107,5890.0,6718.0,"[106, 4566, 9026, 13486, 17946, 22406, 26866, 31326, 35786, 40246]",[913. 281. 526. 825. 299. 905. 328.  96. 836. 438.],[160. 315. 393. 633. 815. 329. 485. 437. 692. 431.]
108,5891.0,6000.0,"[107, 4567, 9027, 13487, 17947, 22407, 26867, 31327, 35787, 40247]",[267. 328. 714. 531. 263. 266. 564. 950.  45. 277.],[747. 571. 980. 849. 298. 519. 732. 363. 358. 427.]
109,5892.0,6668.0,"[108, 4568, 9028, 13488, 17948, 22408, 26868, 31328, 35788, 40248]",[249. 711. 906. 768. 267. 486. 533. 487. 934.   5.],[174. 671. 959. 904. 290. 324. 233. 508. 652. 178.]
110,5893.0,6880.0,"[109, 4569, 9029, 13489, 17949, 22409, 26869, 31329, 35789, 40249]",[187. 612. 530. 901. 887. 462. 151. 916. 757. 881.],[700. 418. 280. 358. 588. 471. 564.  98. 893. 503.]
111,5895.0,6840.0,"[110, 4570, 9030, 13490, 17950, 22410, 26870, 31330, 35790, 40250]",[174. 153. 818. 127. 225. 761. 979. 942. 752. 125.],[114. 866. 653. 409. 304. 445. 988. 199. 772. 817.]
112,5896.0,6122.0,"[111, 4571, 9031, 13491, 17951, 22411, 26871, 31331, 35791, 40251]",[939. 542. 172. 756. 944. 738. 473. 108. 284. 317.],[412. 365. 922. 564.  65. 792. 160. 685. 652.  43.]
113,5897.0,6324.0,"[112, 4572, 9032, 13492, 17952, 22412, 26872, 31332, 35792, 40252]",[519. 603. 665. 199. 908. 112. 782. 891. 599. 370.],[905. 227. 876. 663.  24. 125. 502. 997. 127. 681.]
114,5898.0,6304.0,"[113, 4573, 9033, 13493, 17953, 22413, 26873, 31333, 35793, 40253]",[ 56. 471.  69. 760. 858. 196.  43. 357.  90. 550.],[109. 286. 282. 464.  38. 864. 407.  35. 394. 215.]
115,5900.0,6496.0,"[114, 4574, 9034, 13494, 17954, 22414, 26874, 31334, 35794, 40254]",[381.  65. 541.  15. 908. 628. 281.  95. 275. 791.],[369. 375. 898. 182. 292.  29. 819. 684.  31. 822.]
116,5902.0,5971.0,"[115, 4575, 9035, 13495, 17955, 22415, 26875, 31335, 35795, 40255]",[551. 187. 913. 671. 596. 729. 129. 579. 198.  50.],[525. 271. 698. 478. 781. 805. 572. 291. 716. 484.]
117,5902.0,6911.0,"[116, 4576, 9036, 13496, 17956, 22416, 26876, 31336, 35796, 40256]",[128. 767. 336. 134. 918. 616. 812. 997. 280.  60.],[987.  25. 850. 782. 984. 939. 790. 681. 533. 344.]
118,5905.0,6365.0,"[117, 4577, 9037, 13497, 17957, 22417, 26877, 31337, 35797, 40257]",[812. 699. 997. 727. 895. 854. 222. 332. 718. 956.],[660. 843. 907. 472. 656. 755. 722. 834. 775. 234.]
119,5905.0,6618.0,"[118, 4578, 9038, 13498, 17958, 22418, 26878, 31338, 35798, 40258]",[753. 833. 798. 948. 541. 376. 405. 310.  78. 740.],[149. 623. 458. 754. 380. 927. 788. 135. 756. 291.]
