city,X,Y,items,weights,profit
226,260.0,53.0,[225],[723.],[823.]
227,260.0,61.0,[226],[1446.],[1646.]
228,260.0,69.0,[227],[2892.],[3292.]
229,260.0,77.0,[228],[1446.],[1646.]
230,276.0,77.0,[229],[723.],[823.]
231,276.0,69.0,[230],[1446.],[1646.]
232,276.0,61.0,[231],[2892.],[3292.]
233,276.0,53.0,[232],[2169.],[2469.]
234,284.0,53.0,[233],[667.],[767.]
235,284.0,61.0,[234],[1334.],[1534.]
236,284.0,69.0,[235],[1334.],[1534.]
237,284.0,77.0,[236],[829.],[929.]
238,284.0,85.0,[237],[1658.],[1858.]
239,284.0,93.0,[238],[3316.],[3716.]
240,284.0,101.0,[239],[829.],[929.]
241,288.0,109.0,[240],[487.],[587.]
242,280.0,109.0,[241],[974.],[1174.]
243,276.0,101.0,[242],[974.],[1174.]
244,276.0,93.0,[243],[590.],[690.]
245,276.0,85.0,[244],[1180.],[1380.]
246,268.0,97.0,[245],[2360.],[2760.]
247,260.0,109.0,[246],[1180.],[1380.]
248,252.0,101.0,[247],[370.],[470.]
249,260.0,93.0,[248],[740.],[940.]
250,260.0,85.0,[249],[1480.],[1880.]
251,236.0,85.0,[250],[823.],[923.]
252,228.0,85.0,[251],[1646.],[1846.]
253,228.0,93.0,[252],[3292.],[3692.]
254,236.0,93.0,[253],[823.],[923.]
255,236.0,101.0,[254],[173.],[273.]
256,228.0,101.0,[255],[346.],[546.]
257,228.0,109.0,[256],[56.],[156.]
258,228.0,117.0,[257],[977.],[1077.]
259,228.0,125.0,[258],[1954.],[2154.]
260,220.0,125.0,[259],[2931.],[3231.]
261,212.0,117.0,[260],[681.],[781.]
262,204.0,109.0,[261],[1362.],[1562.]
263,196.0,101.0,[262],[2043.],[2343.]
264,188.0,93.0,[263],[689.],[789.]
265,180.0,93.0,[264],[1378.],[1578.]
266,180.0,101.0,[265],[2756.],[3156.]
267,180.0,109.0,[266],[689.],[789.]
268,180.0,117.0,[267],[933.],[1033.]
269,180.0,125.0,[268],[1866.],[2066.]
270,196.0,145.0,[269],[2799.],[3099.]
271,204.0,145.0,[270],[809.],[909.]
272,212.0,145.0,[271],[1618.],[1818.]
273,220.0,145.0,[272],[587.],[687.]
274,228.0,145.0,[273],[1174.],[1374.]
275,236.0,145.0,[274],[686.],[786.]
276,246.0,141.0,[275],[1372.],[1572.]
277,252.0,125.0,[276],[686.],[786.]
278,260.0,129.0,[277],[466.],[566.]
279,280.0,133.0,[278],[356.],[456.]
